dish_name,count
"Temesvári sertés szelet, nokedli",1
Temesvári sertés szelet tésztával,1
Vaníliás almaleves,1
Tejszínes brokkolis csirkés tészta,1
"Tejszínes - gombás sertésszelet, rizs",1
Tejszínes - kapros csirkemell rizzsel,1
"Tejszínes - kapros csirkemell, rizs",1
"Tejszínes - póréhagymás csirkecomb, rizs",1
"Tejszínes - zöldséges csirkeragu, orsó tészta",1
Tejszínes bableves kolbászkarikával,1
"Tejszínes csirke, sajtos masnitésztával",1
"Tejszínes-gombás ragu, tésztával",1
Tejszínes csirkeapró pennével,1
Tejszínes csirkecomb filé zöldséges rizzsel,1
Tejszínes csirkecombfilé zöldséges rizs,1
Tejszínes csirkemell ragu jázmin rizs,1
Tejszínes csirkemell ragu kukoricás rizzsel,1
Tejszínes csirkeragu bulgur,1
"Tejszínes - gombás pulykaragu, masni tészta",1
"Tejszínes - gombás csirkeragu, tészta",1
"Tejszínes - gombás csirkeragu, rizs",1
"Tejszínes - gombás csirkemell, makaróni tészta",1
"Tejszínes - gombás csirkemell, kuszkusz",1
Tejszínes - gombás csirkeapró tésztával,1
"Tejszínes - gombás csirke, rizs",1
Tejszínes - csirkés tészta,1
Tejszines csirkecombfilé kukoricás rizs,1
Tejfölös zöldbab leves,1
"Tejfölös sertés pörkölt, tésztával",1
Tejfölös sertés pörkölt tésztával 2390.,1
"Tejfölös sajtos pulykamell, krokett",1
"Tejfölös pikáns flekken, törtburgonya",1
"Tejfölös krumplileves, kolbásszal",1
Tejfölös krumplileves csirkemellel,1
Tejfölös kolbászos burgonya leves,1
Tejszínes csirkeragu jázmin rizs,1
Tejszínes csirkeragu leves,1
"Tejszínes csirkeragu, masni tésztával",1
Tejszínes karfiol leves,1
Tejszínes-gombás marhakocka galuskával,1
"Tejszínes-gombás csirkemell, szarvacska tésztával",1
Tejszínes-brokkolis csirkemell orsó tészta,1
"Tejszínes, zöldséges csirkemell, tészta",1
"Tejszínes, gombás csirkemell rizzsel",1
"Tejszínes, gombás csirkemell kuszkusszal",1
Tejszínes zöldséges sertésragu kukoricás rizzsel,1
"Tejszínes zöldséges csirkemell, kuszkusz",1
Tejszínes tárkonyos burgonyaleves,1
"Tejszínes pulykaragu, fussilivel",1
Tejszínes parmezános csirkés tészta,1
Tejszínes paradicsomos tészta darált hússal és kolbásszal,1
Tejszínes mustáros sült karfiol zeller pürével,1
Tejszínes körte leves,1
Tejszínes húsgombóc leves gazdagon - csontleves,1
Tejszínes csirkés - gombás tészta,1
Tejszínes gombás tészta pirított kacsával,1
Tejszínes gombás tészta parmezánnal,1
Tejszínes gombás tészta,1
"Tejszínes gombás tengeri halszelet, párolt rizs",1
Tejszínes gombás szárnyasragu jázmin rizs,1
Tejszínes gombás sertésszelet rizzsel,1
Tejszínes gombás sertésragu tésztával,1
Tejszínes gombás sertés szelet tésztával,1
Tejszínes gombás csirkemellragu tésztával,1
Tejszínes gombás csirkemell csőtésztával,1
Tejszínes gombás csirke rizzsel,1
Tejszínes fokhagyma krémleves,1
Tejszínes currys csirkemell jázmin rizzsel,1
Tejszínes csirkés rakott tészta,1
Tárkonyos raguleves - stíriai metélt vagy burgonyás tészta,1
"Tárkonyos raguleves - sült derelye öntettel, burgonyás tészta",1
"Tárkonyos raguleves - sült derelye öntettel, túrós tészta",1
Túrós csusza - krumplis tészta - mákos nudli,1
"Túrógombóc, meggymártás",1
"Túrógombóc, vanília öntet",1
"Túrógombóc, vanília öntettel",1
"Túrógombóc, vaníliás tejföl",1
Túrós csusza - Bolognai spagetti - grízes tészta öntettel,1
Túrós csusza - Bolognai spagetti - szilvás gombóc,1
Túrós csusza - káposztás tészta - grízes tészta öntettel,1
"Tárkonyos raguleves - sült derelye, grízes metélt",1
Túrós csusza c: prézlistészta öntettel,1
Túrós csusza szalonnával,1
Túrós tészta - grízes tészta öntettel,1
Túrós tészta - sajtos tészta - grízes tészta öntettel,1
Túrós tészta c: almás fahéjas gombóc,1
"Túrós tészta, pörccel",1
Túrógombóc vaníliás tejföllel,1
Túrógombóc eperszósszal,1
Túró töltelékes gombóc,1
"Töltött, sült dagadó sütőtökös burgonyapüré",1
Töltött tekercs amerikai káposztasaláta,1
Töltött sült padlizsán,1
Töltött sült dagadó petrezselymes burgonya,1
Töltött sertéskaraj vele sült burgonyával,1
Töltött sertéskaraj franciasalátával,1
"Töltött sertésjava hagymás burgonyával, savanyú ubival",1
"Töltött paprika, törtburgonyával",1
Töltött papirka,1
"Töltött padlizsán, bulgur",1
Töltött padlizsán,1
Töltött káposzta tejfölösen,1
"Töltött gombafejek rántva, zöldséges rizs",1
Töltött fasírt majonézes saláta,1
Túróval töltött gombóc,1
Túróval töltött sült zsemle,1
Túróval töltött zsömle,1
Vaddisznó pörkölt kapros galuskával,1
Vaníliás - almás körteleves,1
Vaníliakrémes palacsita,1
Vanília pudingos meggyleves,1
Vanília krémes palacsinta,1
Vajgaluska,1
Vajbableves baconmorzsával,1
Vajas zöldségleves,1
"Vajas - főtt tojásos sertés szelet, törtburgonyával",1
"Vajas - citromos csirke, sültburgonya",1
Vadragu tarhonyával,1
Vadpörkölt galuskával és uborkával,1
Vadgulyás,1
Vadgombás csirkeragu rizzsel,1
"Vaddisznó pörkölt, tarhonyával",1
"Vadas, szalvétagombóccal",1
Vadas csirke tésztával,1
"Vadas szelet, steak burgonya",1
"Vadas szelet, csőtésztával",1
Vadas spagettivel,1
"Vadas sertésszelet, zsemlegombóc, csőtészta c: rántott sertés máj, petrezselymes burgonya, saláta",1
"Vadas sertésszelet, csőtészta",1
Vadas sertésszelet zsemlegombóccal,1
Vadas sertésszelet,1
Vadas sertésragu tészta,1
Vadas sertés szelet tésztával,1
Vadas mártás sertéscombbal zsemlegombóccal,1
Vadas marha zsemlegombóccal,1
Vadas gőzgombóccal,1
"Vadas csirkemell, tészta",1
"Vadas csirke, zsemlegombóc",1
"Töltött dagadó, törtburgonya, fahéjas alma",1
"Töltött dagadó, tepsis burgonya",1
"Töltött dagadó, hagymás törtburgonya",1
Többsajtos csirkemell kuszkusszal,1
"Tökmagos csirkemell, püré",1
"Tökfőzelék, vagdalt",1
"Tökfőzelék, stefániával",1
"Tökfőzelék, fasírttal b: bankfalusi szelet, törtburgonya",1
"Tökfőzelék, fasírt golyóval",1
"Tökfőzelék, csirkepörkölttel",1
"Tökfőzelék, csirkepörkölt",1
"Tökfőzelék, Stefánia vagdalt",1
Tökfőzelék zöldséges kakukkfüves fasírt,1
Tökfőzelék Stefánia szelettel,1
Tökfőzelék pörkölttel b: cornflakes rántott jércemell rizzsel,1
Többsajtos sült csirkemell krokettel,1
"Többsajtos csőben sült csirkemell, krokett",1
"Többsajtos csirkemell, krokett",1
Többsajtos csirkemell burgonya krokett,1
Tökmagos halfilé,1
Többsajtos csirkemell bulgurral,1
"Tépett sertés, petrezselymes burgonya",1
"Tépett sertés hús, mexikói rizs, pikáns szósz",1
Téli almaleves,1
Tárkonyos-gombás raguleves,1
Tárkonyos vegetáriánus zöldségleves,1
Tárkonyos tejszínes burgonyaleves,1
Tárkonyos tejszínes burgonya leves,1
"Tárkonyos sertésragu, tészta",1
Tárkonyos sertésapró tésztával,1
Tárkonyos sertésapró rizzsel,1
Tárkonyos sertés raguleves burgonyagombóccal,1
"Tárkonyos raguleves - túrós tészta, grízes metélt",1
"Tárkonyos raguleves - túrós gombóc, káposztás tészta",1
"Tökmagos csirkemell, rizibizi",1
"Tökmagos halfilé rántva, rizs, fahéjas alma saláta",1
"Töltött dagadó, burgonyapüré",1
Töltött csirkecomb csirkemájas rizzsel,1
"Töltött csirkecomb, zöldséges bulgur",1
"Töltött csirkecomb, törtburgonya, párolt káposzta",1
"Töltött csirkecomb, sültburgonya",1
"Töltött csirkecomb, rizs",1
"Töltött csirkecomb, püré b: Bakonyi sertés tésztával",1
"Töltött csirkecomb, mexikói rizs",1
"Töltött csirkecomb, gombás rizs",1
"Töltött csirkecomb, burgonya krokett",1
"Töltött csirkecomb, bulgurral",1
Töltött csirkecomb vagdalt fűszeres burgonyával,1
Töltött csirkecomb steakburgonyával,1
Töltött csirkecomb párolt káposztával,1
Töltött csirkecomb krumpli saláta,1
Töltött csirkecomb felső petrezselymes burgonya,1
Töltött csirkecomb,1
"Tökmagos halfilé rántva, rizs, francia saláta",1
"Töltött burgonya, magyaros mártással",1
"Töltött paprika, burgonyapürével csak natúr húsgomboccal is kérhető",1
"Tökmagos rántott szelet, burgonyakrokett",1
"Tökmagos rántott sajt, sültburgonya",1
"Tökmagos rántott jérce, burgonyakrokett",1
"Tökmagos rántott jérce, burgonya krokett",1
"Tökmagos rántott jérce, bulgur",1
"Tökmagos rántott hús, hagymás burgonya",1
"Tökmagos rántott halfilé,rizs, majonézes kukorica",1
"Tökmagos rántott csirkemell, rizibizi",1
Tökmagos rántott csirkemell bulgurral,1
Tökmagos rántott csirkemell,1
"Tökmagos halfilé, rizs",1
"Tökmagos halfilé, francia saláta, rizs",1
"Sertéscsíkok Párizsi bundában, párolt rizs, saláta",1
Sertésborda jóasszony módra tésztával,1
"Mézes - mustáros csirkemell, törtburgonyával",1
"Póréhagymaleves, zsemlekockával",1
Pásztor gulyásleves - tárkonyos sertés raguleves,1
"Péntek dec.13 tyúkhúsleves, csigatészta",1
"Pórhagymás - tejfölös - sajtos pulykamell csőben sütve, krokett",1
Póréhagyma krémleves levesgyönggyel,1
"Póréhagyma leves, zsemlekocka",1
Póréhagymaleves,1
"Póréhagymás - gombás tejszínes csirkecomb, nokedli",1
"Párizsi sertés szelet, párolt rizs, saláta c: hawaii csirkemell, vajas burgonya",1
"Póréhagymás - sajtos pulykamell csőben sütve, hercegnő burgonya",1
"Póréhagymás - sajtos töltött karaj, törtburgonya",1
Póréhagymás burgonyakrémleves,1
"Póréhagymás csirkecomb, bulgur",1
"Póréhagymás csirkecomb, törtburgonya",1
"Póréhagymás pulykaapró, currys rizs",1
Pásztor gulyásleves - székely gulyásleves,1
"Párizsi szelet, sültburgonya",1
"Párizsi szelet, meggymártás",1
Párizsi szelet hagymás törtburgonyával,1
"Párizsi sertésszelet, hagymás rizs",1
"Párizsi sertésszelet, almafőzelék",1
"Párizsi sertéscsíkok, rántott gomba, párolt rizs, kompót c: rác csirkecomb, karikás burgonya",1
"Párizsi sertéscsíkok, rizibizi, saláta",1
"Párizsi sertéscsíkok, párolt rizs, saláta",1
"Párizsi sertéscsíkok, párolt rizs, párolt zöldség c: tejszínes gombás csirkemell tésztával",1
"Párizsi sertéscsíkok, párolt rizs, kompót",1
"Párizsi sertéscsíkok, petrezselymes burgonya, saláta c: sertés szelet budapest módra, párolt rizs, saláta",1
"Párizsi sertéscsíkok, petrezselymes burgonya, saláta c: ananászos csirkemell, párolt rizs",1
"Párizsi sertéscsíkok - rántott sajt, párolt rizs, majonéz c: mustáros sertés tarja, hagymás burgonya, saláta",1
"Párizsi sertéscsík-rántott karfiol, párolt rizs, francia saláta c: tejszínes gombás csirkemell tésztával",1
"Párizsi sertéscsík-rántott karfiol, párolt rizs, francia saláta c: csirkemell jóasszony módra tésztával",1
"Párizsi sertéscsík - rántott karfiol, párolt rizs, francia saláta",1
"Póréhagymás sajtos csirkemell csőben sütve, krokett",1
"Póréhagymás sajtos pulykamell, csőben, krokett",1
"Póréhagymás tejfölös - sajtos csirkemell csőben sütve, hercegnő burgonya",1
Rakott cukkini,1
Ramen leves,1
Rakott zöldbab csirkehúsból,1
Rakott tejszínes csirke,1
"Rakott sertésmáj, törtburgonya",1
"Rakott sertésmáj, hagymás törtburgonya",1
Rakott sertéshús tepsis burgonya,1
Rakott sertéshús steakburgonyával,1
Rakott sertéshús steak burgonyával,1
Rakott orsótészta gazdagon,1
Rakott olasz paradicsomos tészta parmezánnal,1
Rakott kelbimbó,1
"Rakott kel, greslivel",1
"Rakott karfiol, gerslivel",1
Rakott erdélyi káposzta,1
"Rakott brokkoli, gerslivel",1
"Póréhagymás tejfölös - sajtos csirkemell, jázmin rizs",1
Rakott brokkoli,1
Rakott Bolognai tészta,1
Rakott Bolognai spagetti,1
Rakott Bolognai,1
"Raguleves - mákos metélt, burgonyás tészta",1
Raguleves - csontleves,1
"Rablóhús, vajas burgonya, saláta",1
"Rablóhús, steak burgonya",1
"Rablóhús, krokett, friss saláta",1
Rablóhús törtburgonya,1
Rablóhús tepsiben,1
"Póréhagymás, tejfölös, sajtos pulykamell csőben sütve, hercegnő burgonya",1
"Póréhagymás tejfölös sajtos csirkemell csőben, krokett",1
"Póréhagymás tejfölös - sajtos csirkemell, krokett",1
"Párizsi sertés szelet, sültburgonya",1
"Párizsi sertés szelet, piszkefőzelék",1
Resztelt máj krumplipüré,1
"Párizsi csirkemell burgonyapürével, erdei gyümölcsraguval",1
Párizsi csirke gyümölcsszósszal,1
"Párizsi csirke, almafőzelék",1
"Párizsi csirke, piszkefőzelék",1
"Párizsi csirkemell - rántott alma, párolt rizs, saláta",1
"Párizsi csirkemell - rántott karfiol, petrezselymes burgonya, majonéz",1
"Párizsi csirkemell - rántott karfiol, rizibizi, majonéz",1
Párizsi csirkemell burgonyasalátával gazdagon,1
"Párizsi sertés szelet, hagymás burgonya, saláta c: csirkemelles lasagna",1
"Párizsi csirkemell csíkok, petrezselymes burgonya, saláta c: Milánói sertés borda",1
"Párizsi csirkemell csíkok, petrezselymes burgonya, saláta c: Milánói sertésborda",1
"Párizsi csirkemell csíkok, párolt rizs, párolt zöldség",1
"Párizsi csirkemell csíkok, párolt rizs, párolt zöldség c: óvári sertés java, hagymás burgonya, saláta",1
"Párizsi csirkemell csíkok, zöldséges rizs, majonéz",1
"Párizsi csirkemell csíkok, zöldséges rizs, saláta",1
"Párizsi bundás répa és karfiol, pirított tészta",1
"Párizsi bundás karfiol, petrezselymes bulgur",1
Párizsi bundás brokkoli fokhagymás-tejszínes bulgurral,1
"Párizsi bundában sült csirkemell, majonézes salátával",1
Párizsi bundában sült csirkemell majonézes saláta,1
"Pánkós csirkemell, kukoricás rizs",1
"Pácolt, sült tarja sült zöldségekkel, rizs",1
Puszta pörkölt,1
Puszta pecsenye rizibizi Párizsi karaj sült káposzta és tejföl,1
"Pulykatokány tarhonyával, saláta",1
"Pulykasült, törtburgonya, párolt káposzta",1
Pulykasült burgonyapürével,1
"Pulykaszelet sajtmártással, rizs",1
"Pulykarostélyos, petrezselymes burgonyával",1
"Pulykaragu, sajtos masnival",1
"Pulykaragu, kagylótészta",1
"Pulykapörkölt, tészta",1
"Párizsi csirkemell csíkok- rántott gomba, petrezselymes burgonya, saláta c: magyaros sertésszelet tarhonyával",1
Párizsi csirkemell krumplipüré,1
Párizsi csirkemell kukoricás rizzsel,1
"Párizsi csirkemell- rántott alma, párolt rizs, saláta c: sertés szelet Pékné módra, hagymás burgonya, saláta",1
"Párizsi sertés csíkok- rántott karfiol, petrezselymes burgonya, saláta c: magyaros sertésszelet tarhonyával",1
"Párizsi sertés csíkok, zöldséges rizs, kompót c: bánfi sertés máj, hagymás burgonya, saláta",1
"Párizsi sertés csíkok, petrezselymes burgonya, saláta c: töltött csirkecomb, rizibizi, kompót",1
"Párizsi sertés csíkok, petrezselymes burgonya, saláta c: roston sült tengeri halszelet budapest módra, párolt rizs",1
"Párizsi sertés csíkok, petrezselymes burgonya, saláta c: roston sült csirkecomb, párolt rizs, párolt zöldség",1
"Párizsi sertés csíkok, petrezselymes burgonya, saláta c: grillezett csirkemell, párolt rizs, párolt zöldség",1
"Párizsi pontyszelet, vajas burgonya, saláta",1
Párizsi karaj petrezselymes burgonya,1
Párizsi karaj besütött brokkolival,1
"Párizsi halfilé, majonézes burgonyasaláta",1
"Párizsi csirkemellcsíkok, petrezselymes burgonya, saláta c: hentes sertés szelet, párolt rizs",1
"Párizsi csirkemell- rántott karfiol, párolt rizs, majonéz c: sobri sertés szelet, hagymás burgonya, saláta",1
"Párizsi csirkemell- rántott karfiol, petrezselymes burgonya, majonéz c: mexikói sertés szelet, párolt rizs",1
"Párizsi csirkemell- rántott gomba, vegyes köret, saláta",1
"Párizsi csirkemell, vegyes köret, saláta",1
"Párizsi csirkemell körteszósszal, hasábburgonya",1
"Párizsi csirkemell, párolt rizs, saláta c: karfiolos sertés java csőben sütve, vajas burgonya, saláta",1
"Párizsi csirkemell, párolt rizs, saláta",1
"Párizsi csirkemell, párolt rizs, párolt zöldség c: sertés szelet Pékné módra, petrezselymes burgonya, saláta",1
"Párizsi csirkemell, kukoricás rizs",1
"Párizsi csirkemell, hagymás burgonya, saláta",1
"Párizsi csirkemell, gyümölcsmártás",1
Párizsi csirkemell zöldséges rizs,1
"Párizsi csirkemell töltött gomba, párolt rizs, párolt zöldség",1
Párizsi csirkemell szivárvány zöldséggel,1
Párizsi csirkemell rizi-bizi,1
"Párizsi csirkemell párolt rizs, párolt zöldség",1
Párizsi csirkemell petrezselymes burgonyával,1
Párizsi csirkemell mexikói rizs,1
Párizsi csirkemell majonézes saláta,1
Resztelt máj jázmin rizs,1
Resztelt máj petrezselymes burgonya,1
"Rántott csirkecomb, rizs, fahéjas almasali",1
"Rántott brokkoli, hasábburgonya, snidlinges-fokhagymás majonézzel",1
"Ruccolával-túróval töltött sertéskaraj, fûszeres burgonya",1
Rácz csirkecomb,1
"Rácz csirkecomb, burgonya karikával",1
"Rácz csirkecomb, vele sült burgonya",1
"Rántott baconos, sajtos pulykamell",1
"Rántott brokkoli - sajt, rizs, tartár mártás",1
"Rántott brokkoli, rántott csirkemáj, rizzsel",1
"Roston csirkemell, zöldséges rizzsel",1
Rántott burgonya,1
Rántott camabert salátával áfonya lekvárral,1
Rántott camambart salátával és áfonya lekvárral,1
"Rántott camambert sajt, barack, áfonya, krokett",1
"Rántott camambert sajt, sültburgonya",1
Rántott camambert salátával és áfonyával,1
Rozmaringos-citromos sült csirke rizottóval,1
Rozmaringos sertésraguleves,1
"Rozmaringos pulykaapró, tészta",1
Rozmaringos kacsaraguleves,1
"Rozmaringos csirkemell, steak burgonya",1
Rozmaringos csirkecomb egész hagymás pirított burgonyával,1
Rostos csirkecombfilé párolt zöldséggel,1
"Roston sült tengeri hal jóasszony módra, petrezselymes burgonya, saláta",1
"Roston sült tarja hagymásan, tükörtojás, vajas burgonya, saláta c: rántott pontyszelet, párolt rizs, majonéz",1
"Roston sült tarja hagymásan, petrezselymes burgonya, saláta",1
"Roston sült karaj, rizibizivel",1
"Roston sült halszelet, párolt rizs, majonéz",1
"Roston sült csirkeszárny, petrezselymes burgonya, saláta",1
"Roston sült csirkecomb, párolt rizs, saláta",1
"Roston sült csirkecomb, párolt rizs, kompót",1
"Roston sült csirkecomb, hagymás burgonya, párolt zöldség",1
"Roston sült csirkecomb budapest módra, párolt rizs, saláta",1
Rántott camambert áfonya lekvárral salátával,1
"Rántott camambert, barack, krokett",1
"Rántott camambert, krokett",1
"Rántott csirkecomb, friss salátával",1
"Rántott csirkecomb, rizibizi, saláta",1
"Rántott csirkecomb, párolt zöldség, rizs",1
"Rántott csirkecomb, párolt rizs, fahéjas alma",1
"Rántott csirkecomb, piszkefőzelék",1
"Rántott csirkecomb, petrezselymes burgonyával, káposzta saláta",1
"Rántott csirkecomb, petrezselymes burgonya, saláta c: búbos sertés java, párolt rizs, saláta",1
"Rántott csirkecomb, petrezselymes burgonya, saláta",1
"Rántott csirkecomb, mexikói rizzsel",1
"Rántott csirkecomb, majonézes salátával",1
"Rántott csirkecomb, majonézes burgonyasaláta",1
"Rántott csirkecomb, krokett",1
"Rántott csirkecomb, gombás rizzsel, káposzta salátával",1
"Rántott csirkecomb, gombás rizs, káposztás saláta",1
"Rántott csirkecomb, gombás rizs, káposzta saláta",1
"Rántott csirkecomb, francia salátával",1
"Rántott camambert, krokett, tartár",1
Rántott csirkecomb vegyes köret,1
"Rántott csirkecomb filé, gombás rizs, joghurtos öntet",1
Rántott csirkecomb filé petrezselymes burgonyával,1
Rántott csirkecomb filé petrezselymes burgonya kovászos uborkával,1
Rántott csirkecomb burgonyapürével,1
"Rántott csirkecomb - rántott karfiol, rizibizi, saláta c: magyaros sertésszelet tarhonyával",1
"Rántott csirkecomb - Párizsi sertés csík, zöldséges rizs, saláta",1
"Rántott csirke comb, tepsis burgonya",1
"Rántott camembert, krokett, barack, áfonya lekvár",1
"Rántott camembert, friss saláta",1
Rántott camembert salátával rizzsel és áfonya lekvárral,1
"Rántott camembert sajt, krokett, barack",1
"Rántott camambert, sültburgonya, saláta",1
"Rántott camambert, sült burgonya",1
Roston csirkemellsteak kukoricás rizzsel,1
"Roston csirkemell, vegyes köret",1
Resztelt máj polentával,1
Rizskoch lekvárral,1
Rizsfelfújt gyümölcs öntettel,1
Rizsfelfújt lekvárral,1
"Rizsfelfújt, barack lekvár",1
"Rizsfelfújt, gyümölcs öntet",1
"Rizsfelfújt, gyümölcsmártás",1
Rizskoch gyümölcs öntet,1
Rizskoch málnaszósszal,1
"Roston csirkemell, saláta, rizs",1
Rizskoch sárgabarack lekvárral,1
"Rizskoch, gyümölcs öntettel",1
"Rizskoch, málnaöntettel",1
"Rokfortos sajtos pulykamell rántva, rizibizi",1
"Ropogós bundában sült halfilé, rizs, tartármártás",1
"Ropogós csirkecomb, törtburgonya",1
Rizsfelfújt - szárnyas májrizottó - mákos nudli,1
Rizsfelfújt - sajtos tészta - ízes derelye,1
Rizsfelfújt - Milánói makaróni - szilvás gombóc,1
Rizsfelfújt - káposztás tészta - mákos tészta,1
Rizsfelfújt - káposztás tészta - grízes tészta öntettel,1
Rizsfelfújt - káposztás tészta - farsangi fánk öntettel,1
"Rizses, zöldséges csirke",1
Rizses hús csemege uborka,1
"Rizses csirkepörkölt, saláta",1
Retro rakott krumpli,1
Reszteltleves,1
"Resztelt sertésmáj, sós burgonya, csemege uborka",1
Resztelt sertésmáj rizzsel,1
"Resztelt máj, törtburgonyával",1
Resztelt máj sósburgonya kovászos uborka,1
Resztelt máj steak burgonya,1
Resztelt máj rizzsel,1
Ropogós csirkeszárny,1
"Ropogós csirkeszárny majonézes kukorica saláta, rizs",1
"Ropogós csirkeszárny, burgonya püré",1
"Roston csirkecomb, joghurtos öntet, rizs",1
"Roston csirkemell, sajtos - tejfölös penne",1
"Roston csirkemell, sajtmártással, rizs",1
"Roston csirkemell, sajtmártás, bulgur",1
"Roston csirkemell, rizs",1
"Roston csirkemell, párolt zöldség, bulgur",1
"Roston csirkemell, majonézes kukorica saláta",1
"Roston csirkemell, majonézes burgonyasaláta",1
"Roston csirkemell, lencse saláta, sültburgonya",1
"Roston csirkemell, jázmin rizzsel",1
"Roston csirkemell, gyümölcs mártással",1
"Roston csirkemell zöldségágyon, rizs",1
"Roston csirkemell steak burgonyával , szivárvány zöldségekkel",1
Roston csirkemell brokkolis jázmin rizs,1
Roston csirkecombfilé burgonyapüré,1
"Roston csirkecomb, friss saláta, rizs",1
"Ropogós csirkeszárny, püré",1
"Roston csirkecomb filé, rizibizi, barackbefőtt",1
Roston csirkecomb filé jázmin rizs,1
"Roston csikemell, rizs és zöldség köret",1
"Ropogós sült csülök, tepsis burgonya",1
"Ropogós sült csirkecomb, fűszeres burgonyával",1
"Ropogós sült csirkecomb, burgonyapüré",1
Ropogós sült csirkecomb gombás rizs,1
"Ropogós hekktörzs, rizs, majonézes káposzta",1
"Ropogós hekktörzs, rizs, almasali",1
"Ropogós hekk, rizs, majonézes kukorica saláta",1
"Ropogós hekk, francia saláta, rizs",1
Ropogós császárhús sült zöldségekkel steak burgonyával,1
Ropogós csirkeszárnyak lecsós burgonya,1
"Ropogós csirkeszárny, tészta saláta",1
"Pulykapörkölt, szarvacska tészta",1
"Pulykapaprikás, orsó tészta",1
Pulykamell ragu jázmin rizs,1
"Palócgulyás - krémes palacsinta, káposztás tészta",1
"Palóc pecsenye, sült burgonya",1
"Palóc tokány, tészta",1
"Palócgulyás , hallé - túrós csusza, mákos metélt",1
"Palócgulyás - burgonyás tészta, túrós derelye tejföllel",1
Palócgulyás - húsleves - gyümölcsleves,1
Palócgulyás - krémes palacsinta vagy káposztás tészta,1
"Palócgulyás - mákos guba, burgonyás tészta",1
"Olaszos rántott szelet paradicsom szósszal és sajttal besütve, hasábburgonya",1
Palócgulyás - mákos metélt vagy prézlis tészta,1
"Palócgulyás - sajtos nudli, prézlis tészta",1
"Palócgulyás - stíriai metélt, káposztás tészta",1
"Palócgulyás - szilvás gombóc, burgonyás tészta",1
Palócgulyás - sült derelye öntettel vagy burgonyás tészta,1
"Palócgulyás - sült túrós derelye öntettel, diós tészta",1
Palóc leves - csontleves,1
Palóc gulyásleves - csontleves,1
Palóc gulyásleves,1
Palóc gulyás leves,1
"Palatinus sertésszelet, rizzsel",1
"Pacalpörkölt, sósburgonya, savanyúság",1
Pacalpörkölt köményes sós burgonyával,1
"Pacal, sósburgonya",1
"Pacal pörkölt, sósburgonyával",1
"Orly sertésszelet, sültburgonya",1
"Orly sertés, burgonyapüré",1
Orjaleves cérnametélttel,1
Orjaleves csigatésztával,1
Orja leves eperlevéllel,1
Omlós tarjaszelet tepsis burgonya,1
"Omlós sült kacsa comb burgonyagombóc, lilakáposzta",1
"Omlós sült csirkecomb burgonyapürével,narancsmártással",1
"Palócgulyás - túrós - barackos palacsinta, burgonyás tészta",1
Palócgulyás - túrós tészta vagy mákos metélt,1
"Palócgulyás - túrós tészta, mákos metélt",1
"Pankómorzsás hús, rizs",1
"Pankós csirkemell rántva, rizibizi",1
"Pankómorzsás rántott szelet, burgonyapüré",1
Pankómorzsás rántott szelet rizzsel,1
Pankómorzsás rántott szelet hagymás burgonya,1
"Pankómorzsás rántott sertéskaraj, petrezselymes burgonya",1
"Pankómorzsás rántott jércemell, zöldséges rizs",1
"Pankómorzsás rántott jércemell, rizs",1
"Pankómorzsás rántott jérce, francia saláta, rizs",1
Pankómorzsás rántott jérce petrezselymes burgonya,1
"Pankómorzsás rántott hús, sültburgonya",1
"Pankómorzsás rántott hús, mexikói rizs",1
"Pankómorzsás rántott hús, amerikai burgonya",1
"Pankómorzsás rántott csirkemell, rizs",1
"Pankómorzsás rántott csirkemell, püré",1
"Pankómorzsás csirkemell, steakburgonya",1
Palócleves túrós csusza,1
Pankómorzsában sült halfilé tartár mártással,1
"Pankó morzsás rántott szelet, burgonyakrokett",1
Pankó morzsás rántott szelet rizzsel,1
"Pankó morzsás rántott sertés, sültburgonya",1
"Pankó morzsás rántott sertés szelet, sültburgonya",1
"Pankó morzsás rántott pulykamell, krokett",1
"Pankó morzsás rántott jércemell, vegyes köret",1
"Pankó morzsás rántott jércemell, krokett",1
"Pankó morzsás rántott hús, püré",1
"Pankó morzsás rántott hús, kukoricás rizs",1
"Pankó morzsás rántott hús, krokett",1
Pankó morzsás rántott csirkemell törtburgonya,1
"Pankó morzsás csirkemell, rizibizi",1
Pankó morzsában sült csirkemell franciasalátával,1
Olaszos zöldségleves,1
"Olaszos csirkemell, zöldborsós bulgur",1
"Pulyka tokány, szarvacska tészta",1
Narancsos gyömbéres csirkemell csíkok - jázmin rizzsel,1
Mézes-szezámos csirkeszárny franciasaláta,1
Nagymama szilvás gombóca,1
Nagypéntek,1
"Napraforgós rántott halfilé, rizs, francia saláta",1
"Narancsos - gyömbéres csirkemell, bulgur",1
"Narancsos csirkemell, párolt rizs",1
Narancsos gyömbéres csirkemell rizs,1
Olasz tészta saláta,1
Narancsos kacsás pirított tészta,1
Narancsos sült kacsacomb törtburgonya,1
Natùr csirkemell sajttal sonkàval tötve baconbe tekerve rizzsel vagy sült krumplival 2390.,1
"Natúr csirkecomb füstölt szalonnával és sajttal egyben sütve, püré",1
"Natúr csirkemell jóasszony módra, párolt rizs, saláta c: sajttal- sonkával töltött sertés java, vajas burgonya, saláta",1
Natúr csirkemell gombapaprikással galuskával,1
Mézes-szezámos csirkefalatok pirított tészta,1
