dish_name,count
Gyümölcsös rizsfelfújt,2
"Gyümölcsszósz, Párizsi szelettel",2
"Gyümölcsszósz, Orly csirkemell",2
"Gyümölcsleves, sült hekk, majonézes burgonyasaláta",2
"Gyümölcsleves, mandulás csirkemell rizzsel, friss salátával",2
"Gyümölcsleves, csirkés tortilla",2
"Gyümölcsfőzelék, sült csirkecombbal",2
Gyümölcs krémleves,2
Gyroszos calzone,2
"Gyros, friss sali, sültburgonya",2
Gyros sültburgonyával,2
"Gulyásleves - túrós tészta, diós metélt",2
Grízes tészta meggymártással,2
Füstölt sajttal és sonkával sült csirkemell párolt zöldséggel,2
"Grill csirke, friss saláta, rizs",2
Grill csirke vegyes köret,2
Gombás tokány tésztával,2
"Gombás sertés batyu rántva, hagymás burgonya, saláta c: csirkemelles lasagna",2
Gombás csirkeragu,2
Gombás aprópecsenye tésztával,2
"Gombapörkölt, galuska",2
"Gombapörkölt tésztával, saláta",2
Gombaleves - csontleves,2
"Gombakrémleves, hagyma chips Párizsi sertésszelet, burgonyapüré, kompót",2
"Gombakrémleves, hagyma chips Párizsi sertésszelet, burgonyapüré",2
Fűszeres csirkemell csíkok fetasajtos salátával,2
"Göngyölt hús, burgonya krokett",2
Babgulyás - kacsaleves,2
"Cordon Bleu, zöldséges rizs",2
"Csőben sült paradicsomos - sajtos csirkemell, bulgur",2
"Currys"" csirkemell kuszkusszal",2
"Dubarry csirkemell, burgonyapüré",2
"Dubarry szelet, burgonyapürével",2
"Sobri szelet, rizs",2
"Sertéssült vadas mártással, csőtészta",2
Erdélyi gombaleves,2
"Sertéspaprikás, nokedli",2
"Sertéspaprikás, galuskával",2
"Sertéskaraj, ""otthon"" módra, rizs",2
"Sertéskaraj ""dubarry"" módra, petrezselymes burgonya",2
"Fasírt, tökfőzelék",2
Sertés húsleves,2
Saslik francia saláta,2
"Sajttal - sonkával - gombával töltött sertés java, vegyes köret, saláta",2
"Sajttal- sonkával töltött sertés java, petrezselymes burg., saláta c: roston sült csirkecomb, párolt rizs, kompót",2
Sajttal szárított paradicsommal töltött csirkemell - négysajtos penne,2
"Sajtos-gombás sertés batyu, hagymás burgonya, saláta c: rakott karfiol",2
"Sajtos- gombás sertés batyu, hagymás burgonya, saláta c: csirkemelles lasagna",2
Sajtos vagy mákos tészta,2
"Fűszeres sült csirkecomb, zöldséges kuszkusszal",2
"Gombás marharagu, tésztával",2
Rántott velő vegyes köret,2
"Rántott velő fűszeres steakburgonya, öntet",2
"Grillezett sertésborda, tepsis burgonya",2
"Rántott szelet, vegyes körettel",2
"Rántott szelet, steak burgonya, tartár",2
"Rántott szelet, francia saláta, rizs",2
Gulyásleves házi csipetke,2
"Rántott sertésszelet, rizibizi",2
"Soksajtos - tejfölös csirkemell, krokett",2
Spenótos-tejszínes tészta,2
"Brokkolis baconös csirkemell csőben, krokett",2
"Stíriai metélt, meggyraguval",2
"Búbos hús, rizibizivel",2
"Bőrös malacsült, párolt káposzta, törtburgonya",2
Carbonara,2
"Sült tarja babbal és sajttal , sültburgonya",2
"Sült hurka - kolbász, törtburgonya, savanyúság",2
"Cornflakes rántott jércemell, krokettel",2
Csicseriborsó gulyás,2
"Sült csirkecomb, steak burgonya",2
"Sült csirkecomb, meggyszósszal",2
Csirke-aprólék leves,2
"Csirkehúsleves, cérnametélttel",2
"Sárgaborsó-krémleves, kolbászmorzsával",2
"Sárgaborsó krémleves, zsemlekocka",2
"Sárgaborsó főzelék, sült Debreceni",2
Csirkemell ragu kukoricás rizs,2
"Csirkemell ragu, jázmin rizzsel",2
"Csirkemell, jóasszony módra, krumplipürével",2
"Csirkemájjal töltött szelet, rizibizivel",2
"Csirkenyárs, sültburgonya",2
Csirkepörkölt sztrapacska,2
"Szezámos csirkemell, petrezselymes burgonyával",2
"Csongrádi tekercs, steakburgonya",2
Csopaki aprópecsenye tészta,2
Csülkös babgulyás leves – szárnyas raguleves,2
Csülök Pékné módra tört burgonya,2
"Csülök Pékné módra, törtburgonya",2
"Szecsuáni csirkemell, rizzsel",2
"Csülökpörkölt, nokedlivel",2
"Csőben sült baconos - brokkolis csirkemell, krokett",2
"Gyors, sültburgonya, friss saláta",2
"Gyümölcsleves, bécsi szelet, majonézes burgonyával",2
"Gyümölcsleves, Gyros pita",2
"Göngyölt hús, petrezselymes burgonya",2
"Párizsi csirkemell - rántott karfiol, párolt rizs, majonézes kukorica",2
"Lecsós szelet, törtburgonya",2
"Lencsefőzelék, sült virslivel",2
"Polpetti, rizzsel",2
"Piszkeszósz, Párizsi szelettel",2
"Pirított csirkemáj, rizzsel",2
"Pincepörkölt, sósburgonyával",2
"Piedóne sertésszelet, sültburgonya",2
"Piedóne sertésszelet, steak burgonya",2
"Magyaros sertés szelet, tarhonyával",2
"Pepperónis - sajtos csirkemell rántva, rizibizi",2
Paradicsomos - mozzarellás csirkemell petrezselymes rizs,2
"Paradicsomos káposzta, sertés sülttel",2
"Paradicsomos káposzta, sertés sült",2
"Paradicsomleves, betűtészta",2
"Paprikás burgonya, sült oldalassal",2
"Marhapörkölt, sósburgonya",2
"Marhapörkölt, tarhonya",2
"Pankómorzsás, rántott hús, rizibizi",2
"Meggymártás, sült csirkecomb",2
"Meggyszósz, sült csirkecomb",2
"Mexikói aprópecsenye, rizzsel",2
Mexikói húsgombóc leves,2
"Palócgulyás - túrós tészta , diós metélt",2
"Mustáros flekken, tepsis burgonya",2
"Mustáros sertésapró, tésztával",2
Mustáros-zöldfűszeres karaj tepsis burgonya,2
"Mákos guba, vaníliasodóval",2
"Mátrai borzaska, burgonyapüré",2
"Párizsi csirkemell, burgonyapürével",2
Köménymagos tojásleves,2
"Párizsi sertésszelet, burgonyapüré",2
"Húsgombóc, paradicsommártás",2
"Hagymás-paprikás szaftos sertéssült, röszti",2
"Rántott jércemell, zöldséges rizs",2
Rántott halfilé krumplipüré,2
"Rántott hal, majonézes burgonya saláta",2
"Harcsapaprikás, kapros galuskával",2
"Rántott cukkini, rizs, tartár",2
Hentes tokány rizzsel,2
"Rántott csirkemáj petrezselymes burgonya, uborka",2
Holstein szelet krumplipüré,2
"Holstein szelet, petrezselymes burgonya",2
"Rántott csirkemell, petrezselymes burgonya, saláta",2
"Holstein szelet, tepsis burgonya",2
"Rántott csirkemell, kukoricás rizs",2
Kocsonya,2
Kínai pirított tészta,2
Kacsahús leves,2
"Rántott csirkecomb, francia saláta, rizs",2
"Ruccolával - túróval töltött sertéskaraj, fűszeres burgonya",2
"Ruccolával-túróval töltött sertés karaj, fűszeres burgonya",2
"Kelkáposztafőzelék, sertéspörkölt",2
Roston csirkecombfilé jázmin rizs,2
"Kemencében sült tarja, tepsis burgonya",2
Kijevi csirkemell mexikói rizzsel,2
"Retro paprikás krumpli, gazdagon",2
"Resztelt máj, főttburgonyával",2
Pünkösd,2
Krumplistészta,2
Pásztor gulyásleves – liba raguleves,2
Burgonyafőzelék pörkölttel,2
"Brokkolis baconös csirkemell csőben sütve, krokett",2
"Cordon Bleu, fűszeres burgonya",2
Bolognai spagetti c: prézlis tészta öntettel,2
Bolognai spagetti c: mákos metélt,2
Bolognai spagetti c: darás metélt öntettel,2
Bogrács gulyásleves - tyúkhúsleves tésztával,2
Bogrács gulyásleves - sertés raguleves,2
"Betyár batyu, petrezselymes burgonya",2
"Betyár batyu, krokett",2
Bazsalikomos csirkefasírt burgonya főzelékkel,2
"Barackos csirkemell csőben sütve, rizs",2
"Bakonyi szelet, galuska",2
Bakonyi húsgombóc tésztával,2
Bakonyi csirkemell tésztával,2
"Bakonyi csirkecomb, nokedli",2
Bakonyi csirkecomb galuskával,2
Baconös babkrémleves,2
"Baconös - brokkolis csirkemell csőben sütve, krokett",2
Baconbe tekert csirkemáj grillzöldséggel,2
"Baconbe tekert csirkemell, petrezselymes burgonya",2
Babgulyás leves - szárnyas raguleves,2
Babgulyás leves,2
Babgulyás csipedettel,2
"Babgulyás - ízes gombóc, káposztás tészta",2
Babgulyás - tárkonyos raguleves,2
Babgulyás - szárnyas raguleves,2
Babgulyás - marhahúsleves eperszalaggal,2
Babgulyás - libaragu leves,2
Babgulyás - húsgombóc leves,2
"Babgulyás - aranygaluska, káposztás tészta",2
"Bbq sertés szelet, steak burgonya",2
"Bbq csirkeszárny, steak burgonya",2
Bolognai spagetti c: mákos nudli,2
Borcsleves,2
Tejszínes gombaleves,2
Borjúpörkölt galuskával,2
Citromos-joghurtos csirkemell görögsaláta,2
"Citromos spagetti, garnélával és lazaccal eredeti olasz recept alapján",2
"Cigánypecsenye, tepsis burgonyával",2
Cigánypecsenye hasábburgonyával almapaprika,2
Cigánypecsenye hasábburgonya almapaprika,2
"Búboshús, petrezselymes burgonya",2
"Búbos sertés java, párolt rizs, saláta",2
"Búbos hús, törtburgonya",2
"Bánfi sertésmáj, párolt rizs, saláta",2
"Bácskai rizseshús, savanyúság",2
Bácskai rizseshús uborkasalával,2
Burgundi sertés krokett,2
"Burgonyakrémleves bacon ropogóssal szezámmagos pulykamellcsíkok, mexikói rizs, kompót",2
Burgonyafőzelék Stefánia vagdalttal,2
Burgonyafőzelék sertéspörkölttel,2
Burgonya leves,2
"Brokkolis rakott halfilé, rizs",2
Brokkolis csirkés tészta,2
"Brokkolis - sajtos pulykamell csőben sütve, krokett",2
"Brokkoli krémleves, kruton",2
Brokkoli krémleves - csontleves,2
"Brassói aprópecsenye, csemegeuborka",2
Brassói 2390.,2
"Borzas szelet, törtburgonya",2
Borsópörkölt galuskával,2
Borsostokány rizzsel,2
Borsos tokány galuska,2
Borsmártásos sertéskaraj rizzsel,2
Borsmártásos csirkemell steak burgonya,2
"Bbq csirkeszárny, friss saláta, sült burgonya",2
"Bbq csirkemell, bulgur",2
Arrabiata penne,2
Arató gulyás,2
Zöldséges pirított tészta,2
Zöldfűszeres sertés szűz - hollandi mártással steak burgonyával,2
Alföldi rakott tészta,2
Zöldborsós raguleves,2
"Zöldborsófőzelék, fasírt",2
"Ananászos csirkemell, kukoricás rizzsel",2
"Bbq csirkemell, bulgurral",2
"Bbq csirkeszárny, krumplipürével",2
"Babgulyás, halászlé - túrós csusza, diós metélt",2
"Vadas, makarónival",2
"Vadas szelet, spagettivel",2
"Vadas szelet, spagetti",2
"Túrógombóc, meggyszósz",2
Túrógombóc édes tejföl,2
Töltött káposzta 2390.,2
"Töltött csirkecomb, burgonyapürével",2
"Tökfőzelék, sült oldalas",2
"Tökfőzelék, sertéspörkölttel",2
"Tökfőzelék, sertéspörkölt",2
"Bakonyi szelet, tészta",2
"Bakonyi szelet, tésztával",2
Birkagulyás,2
Bográcsgulyás leves – sertés raguleves,2
"Temesvári szelet, tésztával",2
"Temesvári sertéskaraj, bulgurral",2
"Borsos tokány, galuskával",2
Tejszínes-gombás gnocchi,2
Borsófőzelék Stefánia szelet,2
"Tejszínes - gombás szelet, tészta",2
"4 sajtos - tejfölös csirkemell, kukoricás rizs",2
"Zöldséges sertésapró, tésztával",2
"Sörös - mézes egyben sült karaj, burgonyapüré",2
Zöldséges spagetti,2
Aranygaluska - sajtos tészta - szilvás gombóc,2
Arany galuska,2
"Ananászos csirkemell, párolt rizs c: Milánói sertésborda",2
"Almaszósz, Párizsi szelet",2
"Almafőzelék, sült csirkecomb",2
"Almafőzelék, Párizsi csirkemell",2
Alföldi sertéstokány tarhonya,2
Alföldi sertéstokány dörzstarhonya,2
Alföldi gulyás leves,2
"1.690.- jégsaláta, paprika, uborka, diákcsemege, rántott camembert nuggets",2
"1 690.- jégsaláta, uborka, zöld kaliforniai paprika, rukkola, madársaláta, retekcsíra, joghurtos vinagrette öntet, cornflakes-es rántott csirkemell",2
"1 690.- jégsaláta, roston sült csirkemell, szárított paradicsom, olívabogyó, parmezán, fűszeres kruton, bazsalikomos öntet",2
Hentes tokány zöldfűszeres rizzsel,2
Töltött sült csirkecomb rukkolás burgonyapürével,2
"Sobri szelet, tészta",2
Sárgaborsó főzelék fasírozottal,2
Stefánia vagdalt lencsefőzelékkel,2
Rántott sajt hasábburgonyával tartár mártással,2
Rántott karaj - rántott csirkemell - rántott gomba - rántott sajt,2
Milánói rántott sertésborda,2
Dubarry sertés szelet balzsamecetes friss zöldsalátával,2
"Camamberttel és sonkával töltött karaj rántva, petrezselymes rizs",2
Borsófőzelék fasírttal,2
Bolognai makaróni,2
Ürü gulyásleves – tárkonyos sertés raguleves,2
"Csirkemell mozzarellával, paradicsommal",2
Négysajtos - sonkás penne,2
"Ínyenc csirkeszárny, kukoricás rizzsel",2
Gombás sertésraguleves,2
"Babfőzelék, sült hús",2
"Kondorosi aprópecsenye, rizs",2
Tejszínes - kapros csirkemell bulgurral,2
"Sült csirkecomb magyarosan, karikás burgonya",2
"Vadas szelet, zsemlegombóc, csőtészta",2
"Vajas - citromos csirkemell, rizs",2
"Velős sertés tekercs, hagymás burgonya, saláta c: cigánypecsenye, párolt rizs, saláta",2
"Szezámmagos rántott csirkemell, petrezselymes burgonya, saláta c: paprikás sertésszelet galuskával",2
"Őszi gombás hamburger, sült krumplival",2
"Temesvári sertésszelet, rizs",2
Sült csirkecomb vegyes körettel,2
Temesvári ragu tésztával,2
"Tejszínes-gombás csirkemell csőben sütve, rizzsel",2
Őszibarack krémleves - csontleves,2
"Velős sertés tekercs, hagymás burgonya, saláta c: roston sült csirkecomb parasztosan, párolt rizs",2
"Szezámmagos rántott csirkemell, petrezselymes burgonya, saláta",2
"Szezámmagos rántott csirkemell - rántott karfiol, párolt rizs, majonéz c: Holstein sertés szelet, vajas burgonya, saláta",2
"Tejszínes-gombás csirkemell csőben sütve, fusilli tészta",2
Sült hekk vegyes köret,2
"Sült csülök, hagymás burgonya",2
Őszibarackos sült sajtos csirkemell burgonyapüré,2
"Velős sertés tekercs, petrezselymes burgonya, saláta c: rakott karfiol",2
"Szezámmagos csirkemell, almaszósz, sült burgonya",2
Szezámmagos csirkemell majonézes burgonyával,2
"Szemesbab főzelék, pörkölttel",2
Szegedi gulyásleves – palóc gulyásleves,2
Szegedi gulyásleves - tyúkhúsleves tésztával,2
"Szecsuáni csirke, currys rizs",2
"Szalontüdő, zsemlegombóc, csőtészta",2
Szalagos fánk,2
Stíriai metélt - krumplis tészta - mákos nudli,2
Spenótos csirke kukoricás rizs,2
Édes joghurt szósz,2
"Szezámmagos rántott csirkemell, párolt rizs, párolt zöldség",2
"Vadas sertésszelet, zsemlegombóc, csőtészta",2
Sült kacsa hagymás burgonyán,2
Tejszínes - mustáros sertésapró tésztával,2
"Töltött dagadó, hagymás törtburgonya, kovászos uborka",2
"Szezámmagos rántott csirkemell, párolt rizs, saláta c: sertés szelet Pékné módra, hagymás burgonya, saláta",2
Sárgaborsó leves virslivel,2
"Szezámmagos rántott csirkemell, párolt rizs, saláta c: Holstein sertés szelet, petrezselymes burgonya, saláta",2
"Velővel töltött szelet, petrezselymes burgonya",2
Sárgaborsófőzelék sült csirkecomb,2
"Szezámmagos rántott csirkemell, párolt rizs, párolt zöldség c: óvári sertés java, vajas burgonya, saláta",2
"Velővel töltött sertés java, petrezselymes burgonya, saláta",2
"Töltött dagadó, törtburgonya",2
"Tejszínes gombás csirkemell, párolt rizs c: sajttal- sonkával töltött sertés java, petrezselymes burgonya, saláta",2
Tejszínes gombás sertés ragu tésztával,2
Tejszínes pulykaragu tésztával,2
Thai tészta,2
"Velős sertés tekercs, párolt rizs, saláta",2
Újházi tyúkleves,2
Túrós gombóc,2
Tejszínes zöldborsó leves galuskával,2
"Sült hekk, petrezselymes burgonyával",2
"Tejszínes, kapros csirkemell tésztával",2
Túrós palacsinta vaníliasodóval,2
Ürügulyás leves - tyúkhúsleves csigatésztával,2
"Szezámmagos rántott csirkemell, párolt rizs, párolt zöldség c: óvári sertés java, hagymás burgonya, saláta",2
Vadas csirkemell tésztával,2
"Szezámmagos rántott csirkemell, párolt rizs, párolt zöldség c: Holstein sertés java, vajas burgonya, saláta",2
"Velővel töltött rántott szelet, püré",2
"Vadas marha, zsemlegombóc",2
"Velős sertés tekercs, párolt rizs, saláta c: roston sült tengeri hal jóasszony módra, petrezselymes burgonya, saláta",2
"Sonkával töltött rántott sajt, rösztike",2
Sonkás rakott tészta,2
Soksajtos gnocchi baby spenóth levél pirított szalonna,2
"Sajttal - sonkával töltött karaj, rizibizi",2
"Sajttal- sonkával töltött sertés java, vajas burgonya, saláta c: rakott zöldbab",2
"Sajttal- sonkával töltött sertés java, párolt rizs, párolt zöldség c: fokhagymás sertéssült, tört burgonya, párolt káposzta",2
"Sajttal- sonkával töltött sertés batyu, rizibizi, saláta c: fokhagymás pulykasült, tört burgonya, párolt káposzta",2
"Sajttal- gombával töltött sertés java, hagymás burgonya, saláta c: rakott kel",2
"Sajttal- gombával töltött sertés java, gombás rizs, saláta c: rakott kel",2
"Sajttal töltött szelet, kukoricás rizzsel",2
"Sajttal töltött szelet, kukoricás rizs",2
"Sajttal töltött csirkemell, sültburgonya",2
"Sajttal sonkával töltött sertés java, hagymás burgonya, saláta c: töltött csirkecomb, rizibizi, saláta",2
"Sajttal gombával töltött sertés java, rizibizi, saláta c: brokkolis csirkemell csőben sütve, vajas burgonya, saláta",2
"Sajttal gombával töltött sertés java, petrezselymes burgonya, saláta c: Brassói aprópecsenye, saláta",2
"Sajttal - sonkával töltött szelet, zöldséges rizs",2
"Sajttal - sonkával töltött szelet, mexikói rizs",2
Sajtos tészta c: szilvás gombóc,2
"Sajttal-gombával töltött sertés java, rizibizi, saláta c: bánfi sertés máj, petrezselymes burgonya, saláta",2
Sajtos tészta c: lekváros gombóc,2
Sajtos sonkás szűzpecsenye lecsós karikaburgonya,2
Sajtos sonkás szűzpecsenye lecsós házi burgonya,2
Sajtos nudli,2
"Sajtos gombás sertés batyu, hagymás burgonya, saláta c: Milánói rakott tészta",2
"Sajtos - tejfölös csirkemell, sültburgonya",2
"Sajtos - tejfölös csirkemell, krokett",2
"Sajtos - sonkás sertés tekercs, hagymás burgonya, saláta",2
Sajtkrémleves pestos zsemlekockával,2
Sajtkrém leves csirkehúsos rizottó,2
Sajtbundás csirkecombfilé zöldséges rizs,2
"Rántott velő, püré",2
Rántott velő zöldséges rizs,2
"Sajttal- sonkával töltött sertés java, vajas burgonya, saláta c: sertés szelet budapest módra, párolt rizs, saláta",2
Savanyú burgonya leves,2
"Sokmagvas szelet, rizibizivel",2
"Sertéssült, törtburgonya, párolt káposzta",2
Sokmagvas sertésszelet franciasalátával,2
"Sokmagvas rántott szelet, francia saláta, rizs",2
Sokmagvas rántott szelet rizzsel,2
"Sokmagvas rántott jércemell, vegyes köret",2
"Sokmagvas rántott halfilé, rizs",2
Sokmagvas bundában sült karaj petrezselymes burgonyával,2
"Sokmagos halfilé, almasali, rizs",2
"Sokmagos halfilé rántva, rizs, majonézes kukorica",2
"Sokféle sajttal töltött csirkemell, krokett",2
Sok magvas csirkemell majonézes saláta,2
"Sobri szelet, petrezselymes burgonya",2
Sobri sertésszelet rizzsel,2
Sirius pecsenye steak burgonya,2
"Sertéskaraj Párizsiasan, besütött brokkolival",2
Savanyú sertés raguleves,2
Sertéskaraj Párizsiasan csőben sült brokkolival,2
"Sertéskaraj ""jóasszony"" módra, rizs",2
"Sertéskaraj ""dubarry"" módra rizzsel",2
"Sertéskaraj ""budapest"" módra rizzsel",2
Sertésborda jóasszony módra jázmin rizs,2
"Sertés szelet Pékné módra, hagymás burgonya, saláta",2
"Sertés szelet Orly módra, petrezselymes burgonya, saláta",2
"Sertés szelet jóasszony módra, párolt rizs, saláta c: rántott tengeri halszelet, petrezselymes burgonya, saláta",2
"Sertés szelet budapest módra, vajas burgonya, saláta",2
Sertés paprikás galuskával,2
"Sertés flekken, hagymás burgonya, saláta",2
"Sertés apró budapest módra, rizs",2
Savanyúleves tojással,2
"Óvári sertésszelet, sült burgonya",2
"Óvári sertésszelet, petrezselymes burgonya",2
"Rántott tőkehalfilé, petrezselymes burgonya",2
Sült kacsa párolt káposztával és törtburgonyával,2
Sültkarfiol krémleves,2
"Szezámos halfilé, rizs, majonézes kukorica",2
"Szezámos halfilé, rizs, francia saláta",2
"Tavasziasan töltött sertés tekercs rántva, zöldséges rizs, saláta c: rablóhús, petrezselymes burgonya, kompót",2
"Szezámos halfilé rántva, rizs, majonézes kukorica",2
"Zöldborsó főzelék, Párizsi szelet",2
Tejberizs,2
Zöldbabfőzelék sült csirke felsőcomb,2
"Tárkonyos raguleves - túrós tészta, mákos metélt",2
"Tejberizs, gyümölcs szósz",2
Sült pikáns oldalas zöldségekkel burgonya pürével,2
"Szezámos csirkemell, kukoricás rizzsel",2
"Tárkonyos raguleves - rizsfelfújt, káposztás tészta",2
Zöldborsó krémleves,2
Tejes pite áfonyaszósszal,2
"Tárkonyos raguleves - rizsfelfújt, burgonyás tészta",2
Zöldborsófőzelék fasírozottal,2
"Szárnyas májas zúzapörkölt tarhonyával, saláta",2
Tárkonyos pulykaapró rizzsel,2
"Sült oldalas, párolt káposzta, tepsis burgonya",2
"Sült oldalas, hagymás törtburgonyával",2
"Zöldborsófőzelék, csirke nuggets",2
"Zöldborsófőzelék, rántott szelet",2
"Tejfölös - gombás sertésapró, rizs",2
"Zöldbab főzelék, fokhagymás sertésszelet",2
Zöldborsóleves csipetke tésztával,2
Zöldborsóleves nokedlivel,2
Tejfölös burgonyaleves kolbásszal,2
Korhely leves virslikarikákkal,2
Szárnyas aprólékleves,2
Tárkonyos tejszínes raguleves,2
Szilvásgombóc,2
"Tarhonyás hús, savanyúság",2
"Szezámos rántott halfilé, rizibizi",2
Tavaszi zöldborsóleves,2
"Zöldbabfőzelék, stefániával",2
"Tökfőzelék, Stefánia",2
"Tökfőzelék vagdalttal, gyümölcs",2
Zöldbableves - csontleves,2
"Szezámos rántott halfilé, petrezselymes burgonya",2
"Töltött csirkecomb, burgonyapüré, saláta",2
Tavaszi zöldségleves - csontleves,2
"Zöldbabfőzelék, Stefánia vagdalt",2
"Szezámos rántott halfilé, rizs, francia saláta",2
"Szezámos rántott sajt, püré",2
Szilva leves,2
"Zöldbabfőzelék, sertéssült, sütemény",2
"Tavasziasan töltött sertés tekercs rántva, vajas burgonya, saláta c: Milánói rakott tészta",2
"Szezámos rántott halfilé, majonézes kukorica, rizs",2
"Szezámos rántott hal, rizs, francia saláta",2
"Zöldbabfőzelék, sertéssült",2
Tavaszi zöldségleves csirkepörkölt galuskával,2
"Zöldbabfőzelék, fokhagymás sertésszelet",2
Zöldborsó leves csipetke tésztával,2
Tarhonya leves kolbászmorzsával,2
"Tavasziasan töltött sertés tekercs rántva, párolt rizs, saláta c: fokhagymás pulykasült, tört burgonya, párolt káposzta",2
"Zöldbabfőzelék, fokhagymás natúr szelet",2
Többsajtos csirkemell rizzsel,2
Tárkonyos zöldségleves,2
"Tavasziasan töltött sertés tekercs rántva, párolt rizs, saláta c: roston sült csirkecomb, tepsis burgonya, saláta",2
"Töltött csirkecomb, hagymás burgonya",2
"Zöldborsós sertésszelet, burgonyapüré",2
"Szárnyas májjal töltött sertés java rántva, párolt rizs, saláta c: roston sült csirkeszárny, karikás burgonya, saláta",2
"Töltött csirkecomb, rizibizivel",2
Tejfölös-sajtos csirkemell kukoricás rizs,2
Édes savanyú csirke sült tésztán,2
"Édesburgonya krémleves, fűszeres kruton csirkepörkölt galuskával",2
Sült karfiol krémleves kéksajttal,2
Zempléni vadragu galuskával,2
Szezámmagos rántott hal majonézes burgonya,2
"Töltött csirkecomb, törtburgonyával",2
"Ínyenc csirkeszárny, kukorica saláta, rizs",2
Sült karfiol krémleves,2
"Szezámmagos rántott csirkemell, zöldséges rizs, saláta c: kassai sertés java, tört burgonya, saláta",2
"Sárgaborsó főzelék, sertés pörkölt, gyümölcs",2
Tejfölös mexikói zöldségleves,2
"Sárgaborsó főzelék, sertéspörkölt, gyümölcs",2
"Óvári sertés java, hagymás burgonya, saláta",2
"Sárgaborsó főzelék, sült kolbász",2
"Zsebes csirke, barack, krokett",2
Toros káposzta,2
Tojásleves krutonnal,2
"Tejszínes - gombás csirkemell, bulgur",2
"Szezámmagos rántott csirkemell, zöldséges rizs, saláta",2
"Óvári sertés java, rizibizi, saláta",2
"Zabpelyhes rántott hal, francia saláta, rizs",2
Tojásleves - csontleves,2
"Óvári sertés szelet, burgonyapüré",2
"Töltött dagadó, hagymás burgonya",2
"Tejszínes - gombás csirkemell, spagetti",2
"Szezámmagos rántott csirkemell, zöldséges rizs, majonéz c: óvári sertés java, hagymás burgonya, saláta",2
"Szezámmagos rántott csirkemell, vegyes köret, saláta",2
"Óvári sertés szelet, petrezselymes burgonya, saláta",2
Sárgaborsó főzelék sertéspörkölttel,2
"Édes - savanyú csirkemell, sült tészta",2
"Zsiványpecsenye, petrezselymes burgonya, saláta",2
Tejfölös húsgombóc leves csigatésztával,2
Zöldfűszeres sertés szűz hollandi mártással steak burgonyával és ceruzababbal,2
"Sült oldalas, burgonyapüré",2
"Zsebes csirkemell, krokett, barack",2
"Szárnyas májjal töltött sertés java rántva, rizibizi, saláta c: rakott kel",2
Tárkonyos pulykaapró galuskával,2
"Tyúkpörkölt, kakastaréj tésztával",2
Sült oldalas hagymás burgonyával,2
"Sült malachús, hagymás törtburgonyával",2
Tyúkpörkölt túrós sztrapacskával,2
Tejfölös húsgombóc leves,2
Sült malachús tepsis burgonya,2
Szárnyas májrizottó c: grízes tészta öntettel,2
"Trópusi csirkemell, bulgur",2
"Szezámmagos rántott szelet, sültburgonya",2
Trópusi csirkemell bulgurral,2
"Zsebes csirke, krokett, barack",2
Zöldséges csirkemell tésztával,2
Szárnyasaprólék leves,2
Zöldségleves vajas gombóccal,2
"Zúzapörkölt tésztával, saláta",2
"Szezámmagos rántott sertésszelet, zöldséges rizs saláta c: kofapecsenye tarhonyával",2
Szárnyasraguleves,2
Székely káposzta,2
"Zúzapörkölt, sósburgonya",2
"Töltött csirkecomb, törtburgonya",2
Székelygulyás füstölt hússal,2
"Töltött csirkecomb, törtburgonya, kompót",2
Sült libamell narancs mártással és pürével,2
"Rántott tőkehalfilé, sült burgonya, tartármártás",2
"Sült csirkecomb, meggyfőzelék",2
"Rántott tengeri halszelet, zöldséges rizs saláta c: vadas sertés java, zsemlegombóc, csőtészta",2
Parmezános rántott csirkemell burgonya pürével,2
"Pankómorzsás rántott csirkemell, rizibizi",2
"Pankós rántott csirkemell, rizibizi",2
Paprikás burgonya,2
Paprikás burgonya savanyú uborkával,2
"Paprikás burgonya, savanyúság",2
Paprikás krumpli,2
Paprikás sertésszelet galuskával,2
"Paprikásburgonya, füstölt kolbásszal",2
"Paprikáskrumpli kolbásszal, saláta",2
Paradicsomleves - csontleves,2
Paradicsomleves - csontleves cérnametélttel,2
Paradicsomleves - csontleves tésztával,2
Parajjal sajttal borított tengeri hal zöldséges rizottóval,2
Parajos ricottával töltött csirkemell salátával,2
Parajos ricottával töltött rántott csirkemell salátával,2
"Pankómorzsás csirkemell, püré",2
"Pankó morzsás rántott jércemell, rizibizi",2
"Pankó morzsás rántott jércemell, petrezselymes burgonya",2
"Oldalas, petrezselymes burgonya",2
"Natúr csirkemell jóasszony módra, vajas burgonya, saláta c: sajttal- sonkával töltött sertés java, párolt rizs, saláta",2
Natúr karaj gombapaprikással és rizzsel,2
"Náncsi csirkecomb, petrezselymes burgonya",2
"Négysajtos csirkemell csőben sütve, krokett",2
Olasz tésztasaláta,2
Olaszos paradicsomos húsgombóc spagetti,2
"Oldalas, steak burgonya",2
"Pankó morzsás rántott hús, mexikói rizs",2
Omlós tarja tepsis burgonya,2
Orja leves,2
"Orjaleves, cérnametélt joghurtos csirkecomb filé, párolt zöldség, burgonya",2
Pacal főtt burgonya,2
Pacalpörkölt sós burgonya,2
"Pacalpörkölt, sósburgonya, saláta",2
Parmezános natúr csirkemell avokádós majonézzel és pirított répás rizzsel,2
