canonical_name,variant_name,match_type
sertéspörkölt,"Karfiolleves húsgombóccal sertés pörkölt, tarhonya, savanyúság",curated
petrezselymes burgonya,"Kassai sertés java, petrezselymes burgonya, saláta",curated
burgonyapüré,"Kassai sertés java, törtburgonya, saláta",curated
roston csirkemell,Kefíres vitamin saláta roston csirkemell,curated
csirkepörkölt,Kelkáposzta főzelék csirkepörkölt,curated
csirkepörkölt,Kelkáposzta főzelék csirkepörkölttel,curated
fasírozott,Kelkáposzta főzelék fasírozottal,curated
fasírozott,"Kelkáposzta főzelék fasírozottal b: cornflakes rántott halfilé, francia saláta, rizs",curated
sertéspörkölt,Kelkáposzta főzelék sertéspörkölttel,curated
Stefánia vagdalt kelkáposzta főzelék,"Kelkáposzta főzelék, Stefánia vagdalt",auto
fasírozott,"Kelkáposzta főzelék, fasírozott",curated
fasírozott,"Kelkáposzta főzelék, fasírt",curated
fasírozott,"Kelkáposzta főzelék, fasírttal",curated
Kelkáposzta főzelék pörkölttel,"Kelkáposzta főzelék, pörkölt",auto
sertéspörkölt,"Kelkáposzta főzelék, sertés pörkölt",curated
sertéspörkölt,"Kelkáposzta főzelék, sertéspörkölt",curated
"Kelkáposzta főzelék, sertéssült","Kelkáposzta főzelék, sertéssülttel",auto
fasírozott,"Kelkáposztafőzelék, fasírozott",curated
fasírozott,"Kelkáposztafőzelék, fasírttal",curated
sertéspörkölt,"Kelkáposztafőzelék, sertéspörkölt",curated
csontleves,Kelvirágleves - csontleves cérnametélttel,curated
csontleves,Kelvirágleves - csontleves tésztával,curated
hasábburgonya,"Kemencében sült tarja paprikával és paradicsommal sütve, steak burgonya",curated
"Kemencés libacomb vagy kacsacomb krokettel, fahéjas sült almával","Kemencés libacomb, krokettel, fahéjas sült almával",auto
burgonyapüré,Kemencés sertés sült hagymás tört burgonya,curated
hasábburgonya,"Kemencés sült csirkecomb, sültburgonya",curated
burgonyapüré,"Kemencés sült csülök, törtburgonya",curated
burgonyapüré,"Kemencés sültcsülök, törtburgonya",curated
petrezselymes burgonya,Kemencés tarja petrezselymes burgonya,curated
burgonyapüré,"Kemencés tarja, babbal sajttal sütve, törtburgonya",curated
hasábburgonya,"Kemencés tarja, sajttal, paradicsommal, steak burgonya",curated
burgonyapüré,"Kentucky csirkecomb, törtburgonya",curated
rizibizi,"Kentucky csirkeszárny, rizibizi",curated
hasábburgonya,"Kentucky flekken, steak burgonya",curated
gyümölcsleves,Kertészleves / gyümölcsleves,curated
rizibizi,"Kijevi csirke, rizibizi",curated
petrezselymes burgonya,Kijevi csirkemell petrezselymes burgonya,curated
rizibizi,Kijevi csirkemell rizibizivel,curated
rizibizi,"Kijevi csirkemell rántva, rizibizi",curated
burgonyapüré,"Kijevi csirkemell, burgonyapüré",curated
burgonyapüré,"Kijevi csirkemell, krumplipürével",curated
rizibizi,"Kijevi csirkemell, rizibizi",curated
hasábburgonya,"Kijevi csirkemell, steak burgonya",curated
rizibizi,"Kijevi pulykamell, rizibizi",curated
rizibizi,"Kijevi sertés java, rizibizi, fahéjas alma",curated
burgonyapüré,"Kijevi sertés tekercs, burgonyapüré",curated
burgonyapüré,"Kijevi sertés tekercs, burgonyapüré, saláta",curated
petrezselymes burgonya,"Kijevi sertés tekercs, petrezselymes burgonya, saláta c: rakott zöldbab",curated
burgonyapüré,"Kijevi sertés tekercs, párolt rizs, kompót c: rablóhús, tört burgonya, saláta",curated
burgonyapüré,"Kijevi sertés tekercs, tört burgonya, saláta c: rakott kel",curated
petrezselymes burgonya,"Kijevi sertés tekercs, zöldséges rizs, kompót c: bánfi sertés máj, petrezselymes burgonya, saláta",curated
burgonyapüré,"Kijevi sertéskaraj, burgonyapüré",curated
petrezselymes burgonya,"Kijevi sertéskaraj, petrezselymes burgonya",curated
burgonyapüré,"Kijevi sertéskaraj, törtburgonya",curated
petrezselymes burgonya,"Kijevi szelet, petrezselymes burgonya",curated
rizibizi,"Kijevi szelet, rizibizi",curated
burgonyapüré,Kijevi tekercs burgonyapürével,curated
petrezselymes burgonya,"Kijevi tekercs, petrezselymes burgonya",curated
hasábburgonya,"Kijevi tekercs, sültburgonya",curated
hasábburgonya,"Kijevi töltött csirkemell, steak burgonya",curated
hasábburgonya,"Kijevi töltött szelet, sültburgonya",curated
hasábburgonya,"Kofapecsenye, sültburgonya",curated
burgonyapüré,"Kofapecsenye, törtburgonya",curated
csontleves,Kolbászos burgonya leves - csontleves,curated
csontleves,Kolbászos burgonyaleves - csontleves,curated
paprikás krumpli,Kolbászos paprikás krumpli,curated
paprikás krumpli,"Kolbászos paprikás krumpli sült oldalassal, saláta",curated
paprikás krumpli,"Kolbászos paprikás krumpli, csemegeuborka",curated
paprikás krumpli,"Kolbászos paprikás krumpli, saláta",curated
paprikás krumpli,Kolbászos paprikáskrumpli,curated
paprikás krumpli,"Kolbászos paprikáskrumpli sült oldalassal, saláta",curated
gyümölcsleves,Kolbászos sárgaborsóleves / gyümölcsleves,curated
Rakott Kolozsvári káposzta,Kolozsvári rakott káposzta,auto
csontleves,Kolozsvári zöldbableves - csontleves,curated
gyümölcsleves,"Kolozsvári zöldbableves - csontleves - gyümölcsleves -tarhonyás hús savanyúsággal -pirított csirkemáj gombás rizzsel -krumplis tészta - +1 rántott karaj, rántott pulykamell, rántott csirkeszárny, rántott karfiol",curated
galuska,Kondorosi sertés galuska,curated
burgonyapüré,Konfitált kacsacomb és kacsamáj burgonyapürével - párolt lilakáposztával,curated
húsleves,Konyhakerti húsleves,curated
csontleves,Korhelyleves - csontleves cérnametélttel,curated
gyümölcsleves,Korhelyleves - gyümölcsleves,curated
csontleves,"Korhelyleves gazdagon kolbásszal, csülökkel - csontleves",curated
fasírozott,Krumpli főzelék fasírozottal,curated
fasírozott,"Krumpli főzelék, fasírozott",curated
fasírozott,Krumplifőzelék fasírozottal,curated
fasírozott,Krumplifőzelék fasírttal,curated
fasírozott,"Krumplifőzelék fasírttal b: sült csirkeszárny, kukoricás rizzsel",curated
fasírozott,"Krumplifőzelék, fasírozott",curated
fasírozott,"Krumplifőzelék, fasírt",curated
gyümölcsleves,Káposztás csirkeragu leves - csontleves- gyümölcsleves,curated
galuska,Káposztás sztrapacska,curated
káposztás tészta,Káposztás tészta,curated
petrezselymes burgonya,"Káposztás tészta b: egészben sült lecsós tarja, petrezselymes burgonya",curated
káposztás tészta,Káposztás tészta c: farsangi fánk öntettel,curated
káposztás tészta,Káposztás tészta c: grízes tészta,curated
káposztás tészta,Káposztás tészta c: grízes tészta öntettel,curated
káposztás tészta,Káposztás tészta c: lekváros gombóc,curated
káposztás tészta,Káposztás tészta c: meggyes gombóc,curated
káposztás tészta,Káposztás tészta c: mákos nudli,curated
káposztás tészta,Káposztás tészta c: szilvás gombóc,curated
káposztás tészta,Káposztás tészta c: ízes derelye,curated
rizibizi,Kéksajtos csirkemell rizibizivel,curated
petrezselymes burgonya,"Kétsajtos spenótos szelet, petrezselymes burgonya",curated
zöldségleves,Kínai zöldségleves,curated
zöldségleves,Kínai zöldségleves csirkehúsos thai tészta,curated
zöldségleves,"Kínai zöldségleves, üvegtészta csirkehúsos thai tészta",curated
burgonyapüré,Köményes sertés sült tört burgonya,curated
gyümölcsleves,Körtés almaleves,curated
gyümölcsleves,Körtés gyümölcsleves,curated
gyümölcsleves,Körtés nyári gyümölcsleves,curated
savanyúság,"Körömpörkölt főttburgonyával, savanyúság",curated
Körömpörkölt sós burgonyával,Körömpörkölt sós burgonya,auto
Körömpörkölt főtt burgonyával,"Körömpörkölt, főtt burgonya",auto
"Körömpörkölt, főttburgonya","Körömpörkölt, főttburgonyával",auto
"Körömpörkölt, sósburgonyával","Körömpörkölt, sósburgonya",auto
savanyúság,"Körömpörkölt, sósburgonya, savanyúság",curated
petrezselymes burgonya,"Kötözött csirkemell, petrezselymes burgonya",curated
burgonyapüré,"Kőrösi sertés apró, törtburgonya",curated
bolognai spagetti,Lasagne Bolognai,curated
galuska,Laskagomba papirkás galuska,curated
fasírozott,"Lassan sült oldalas, vagy fasírt, burgonya pürével, dinsztelt èdes kàposztàval 2390.",curated
burgonyapüré,"Lebbencs leves - húsleves - gyümölcsleves -csirkepaprikás galuskával -sajttal-sonkával göngyölt karaj,burgonyapüré -dubary sertésszelet tavaszi rizzsel - +1 rántott karaj, rántott pulykamell, rántott sajt, rántott gomba",curated
csontleves,Lebbencsleves - csontleves,curated
csontleves,Lebbencsleves - csontleves - Frankfurti leves,curated
csontleves,Lebbencsleves - csontleves cérnametélttel,curated
gyümölcsleves,Lebbencsleves / gyümölcsleves,curated
Lebbencsleves,"Lebbencsleves 1.3,7",auto
petrezselymes burgonya,"Lecsós csirkecomb, petrezselymes burgonya",curated
hasábburgonya,"Lecsós csirkecomb, steak burgonya",curated
Lecsós csirkemell házi karikaburgonyával,Lecsós csirkemell házi karikaburgonya,auto
petrezselymes burgonya,Lecsós máj petrezselymes burgonya,curated
hasábburgonya,"Lecsós sertés karaj, steak burgonya",curated
sertéspörkölt,"Lecsós sertés pörkölt, tésztával",curated
"Lecsós sertés szelet, tésztával",Lecsós sertés szelet tészta,auto
burgonyapüré,"Lecsós sertés szelet, törtburgonya",curated
galuska,"Lecsós sertés, galuska",curated
galuska,Lecsós szelet nokedlival,curated
petrezselymes burgonya,"Lecsós szelet, petrezselymes burgonya",curated
burgonyapüré,"Lecsós szelet, törtburgonya",curated
burgonyapüré,"Lecsós tarja, burgonyapüré",curated
hasábburgonya,"Lecsós tarja, steak burgonya",curated
Lecsós tokány tarhonyával uborka,Lecsós tokány tarhonyával uborkával,auto
Lecsós tokány tarhonyával uborka,Lecsós tokány tarhonyával és uborkával,auto
gyümölcsleves,Legényfogó leves - gyümölcsleves,curated
csontleves,Legényfogó leves - húsos csontleves,curated
sertéspörkölt,Lencsefőzelék sertés pörkölttel,curated
sertéspörkölt,Lencsefőzelék sertéspörkölttel,curated
"Lencsefőzelék, pörkölttel","Lencsefőzelék, pörkölt",auto
sertéspörkölt,"Lencsefőzelék, sertés pörkölt",curated
sertéspörkölt,"Lencsefőzelék, sertés pörkölt, palacsinta",curated
sertéspörkölt,"Lencsefőzelék, sertéspörkölt",curated
sertéspörkölt,"Lencsefőzelék, sertéspörkölt, palacsinta",curated
Lencsefőzelék sült kolbásszal,"Lencsefőzelék, sült kolbász",auto
gyümölcsleves,Lencsekrém leves - gyümölcsleves,curated
gyümölcsleves,Lencsekrémleves - gyümölcsleves,curated
gyümölcsleves,Lencseleves - gyümölcsleves,curated
rántott csirkemell,Lenmagos rántott csirkemell citromos saláta,curated
rántott csirkemell,Lenmagos rántott csirkemell citrusos saláta,curated
rántott csirkemell,Lenmagos rántott csirkemell zöldséges bulgur,curated
rizibizi,"Lenmagos rántott jérce, rizibizi",curated
rizibizi,"Lenmagos rántott szelet, rizibizi",curated
gyümölcsleves,Lestyános szárnyas raguleves - gyümölcsleves,curated
hasábburgonya,"Leves + Bbq sült oldalas, steak burgonya, csalamádé",curated
burgonyapüré,"Leves + Wellington szűzpecsenye, édesburgonyapüré",curated
bécsi szelet,"Leves + bécsi szelet, rusztikus sültburgonyával",curated
hasábburgonya,Leves + c19 hamburger sültburgonya,curated
burgonyapüré,"Leves + chilis - mézes sertés tarja, édesburgonyapüré, vajas spárga",curated
hasábburgonya,"Leves + csülök egészben sütve, steak burgonya, hagyma mártás",curated
hasábburgonya,"Leves + egészben sült csülök, hagyma karika, steak burgonya",curated
hasábburgonya,"Leves + egészben sült csülök, steak burgonya, hagymakarikával",curated
hasábburgonya,"Leves + grill csirke steak burgonya, idény saláta",curated
roston csirkemell,"Leves + grillezett csirkemell, mangó mártás, krokett, mézes kalács ropogós",curated
hasábburgonya,Leves + kemencés sült csülök steak burgonya,curated
hasábburgonya,"Leves + lecsós szűzérmék, kolbász morzsa, steak burgonya",curated
"Leves + mézpácos csirkemell, krokett, karamellizált gyümölcs","Leves + mézpácos csirkemell karamellizált gyümölcs, krokett",auto
burgonyapüré,"Leves + sült kacsacomb, Orly alma, burgonyapüré",curated
Leves + garnélás - tejszínes spagetti,Leves + tejszínes - garnélás spagetti,auto
hasábburgonya,"Leves + zöldkérges sertésszűz, sült hagyma steak burgonya, céklakrém",curated
hasábburgonya,"Levesek grízgaluska leves - csontleves főételek Hortobágyi húsos palacsinta rántva, sültburgonya tejszínes-gombás pulykamell, tészta kolbászos rakott burgonya rántott karaj/rántott pulykamell/rántott karfiol/rántott sajt",curated
hasábburgonya,"Levesek zöldség krémleves kenyérkockával - csontleves főételek -kínai szezámmagos csirkemell, rizs -baconos-kelbimbós karaj szelet, steak burgonya -sajtgolyó, vegyes köret -rántott karaj/rántott csirkemell/rántott karfiol/rántott csirkeszárny",curated
rizibizi,"Libamájjal töltött rántott pulykamell, rizibizi",curated
petrezselymes burgonya,"Libamájjal töltött szelet, petrezselymes burgonya",curated
galuska,Libaraguleves juhtúrós sztrapacska,curated
burgonyapüré,"Lyoni hagymás sertés szelet, törtburgonya",curated
hasábburgonya,Lyoni sertés szelet hasábburgonya,curated
rizibizi,Lyoni sertés szelet rizibizi,curated
rizibizi,Lyoni sertés szelet tükörtojással rizibizivel,curated
rizibizi,Lyoni sertés szelet tükörtojással és rizibizivel,curated
rizibizi,Lyoni sertésszelet rizibizi,curated
rizibizi,"Magvas bundában sült csirkemell, rizi-bizi, savanyúság",curated
rántott csirkemell,Magvas rántott jércemell bulgurral,curated
rántott csirkemell,"Magvas rántott jércemell, vegyes köret",curated
petrezselymes burgonya,"Magvas rántott szelet, petrezselymes burgonya",curated
rizibizi,"Magvas rántott szelet, rizibizi",curated
galuska,Magyaros Bakonyi galuska leves,curated
rizibizi,"Magyaros burgonyaleves - bácskai rizses hús vagy rántott sajt, rizibizi",curated
rántott sajt,Magyaros burgonyaleves - pirított kacsamáj rizzsel vagy rántott sajt kukoricás rizs,curated
hasábburgonya,Magyaros csirkemell steak burgonya,curated
galuska,Magyaros csurgatott galuska leves,curated
gyümölcsleves,Magyaros gombaleves - gyümölcsleves,curated
galuska,Magyaros gombaleves - májgaluska leves,curated
"Gombaleves magyarosan, csipetkével","Magyaros gombaleves, csipetkével",auto
gyümölcsleves,Magyaros rizsleves - gyümölcsleves,curated
petrezselymes burgonya,"Magyaros sertés szelet, petrezselymes burgonya",curated
petrezselymes burgonya,"Magyaros sertés szelet, petrezselymes burgonya, saláta",curated
burgonyapüré,"Magyaros sertés tarja, törtburgonya, saláta",curated
burgonyapüré,"Magyaros sertésmáj, törtburgonya, savanyúság",curated
burgonyapüré,Magyaros sült oldalas hagymás tört burgonya,curated
hasábburgonya,Magyaros tarja pecsenye kakastaréjjal és steak burgonya,curated
galuska,Magyaros vajgaluska leves,curated
galuska,Magyaros vajgaluskaleves,curated
gyümölcsleves,Magyaros zöldbableves - gyümölcsleves,curated
húsleves,Magyaros zöldbableves - újházi tyúkhúsleves - fokhagyma krémleves,curated
gyümölcsleves,Magyaros zöldborsó leves / gyümölcsleves,curated
gyümölcsleves,Magyaros zöldborsóleves / gyümölcsleves,curated
zöldségleves,Magyaros zöldség leves,curated
zöldségleves,Magyaros zöldségleves,curated
petrezselymes burgonya,"Magyaróvári sertéskaraj, petrezselymes burgonya",curated
burgonyapüré,"Magyaróvári sertéskaraj, törtburgonya",curated
hasábburgonya,"Magyaróvári tarja, sültburgonya",curated
csontleves,Mai menü csontleves - tavaszi zöldborsó leves,curated
csontleves,Mai menü csontleves - zellerkrémleves,curated
burgonyapüré,"Majonézes csirkecomb, törtburgonya",curated
