dish_name,score,lemmas
dish_name,count,dish_name
"Zöldborsófőzelék, göngyölt hús",5,"Zöldborsófőzelék , göngyölt hús"
"Szárazbabfőzelék, marhapörkölttel",5,"Szárazbabfőzelék , marhapörkölt"
Csülökpörkölt főttburgonya,5,Csülökpörkölt főttburgonya
"Gyümölcs főzelék, Párizsi csirkemell",5,"gyümölcs főzelék , Párizsi csirkemell"
"Firenzei szelet, törtburgonyával",5,"firenzei szél , törtburgonya"
"Tejberizs, gyümölcs szósszal",5,"Tejberizs , gyümölcs szósszal"
"Pilvax"" szelet, burgonyapüré",5,"Pilvax "" szelet , burgonyapüré"
"Búbos hús, rizibizi",5,"búbos hús , rizibizi"
Kijevi sertéskaraj krokettel,5,Kijevi sertéskaraj kroket
Jókai bableves - liba raguleves,5,Jókai bableves - liba raguleves
Sárgaborsó főzelék sertés pörkölttel,5,Sárgaborsó főzelék sertés pörkölt
"Rántott sajt-rántott csirkemell, párolt rizs, majonézes burgonya c: kofapecsenye tarhonyával",5,"rántott sajt-rántott csirkemell , párolt rizs , majonézes burgonya c : kofapecsenye tarhonya"
Csontleves - házi májgombócleves - áfonyakrémleves,5,Csontleves - házi májgombócleves - áfonyakrémleves
Rántott cukkíni parmezános hasáb - mákos guba vanília sodó,5,rántott cukkíni parmezános hasáb - mákos guba vanília sodó
Rántott csirkemáj petrezselymes burgonya csemege uborka,5,rántott csirkemáj petrezselymes burgonya csemege uborka
"Csőben sült brokkolis csirkemell, burgonyapüré",5,"cső sült brokkolis csirkemell , burgonyapüré"
Rakott padlizsán,5,rakott padlizsa
"Almafőzelék, Párizsi szelettel",5,"Almafőzelék , Párizsi szelet"
Rántott gomba kukorica salátával vagy gyümölcsrizs,5,rántott gomba kukorica saláta vagy gyümölcsrizs
Dejós tészta,5,Dejós tészta
Húsmentes ételek: gombapaprikás tésztával - túrógombóc édes tejföllel,5,húsmentes étel : gombapaprikás tészta - túrógombóc édes tejföl
"Erdei gyümölcsmártás, rántott szelet",5,"Erdei gyümölcsmártás , rántott szél"
Bbq csirkeszárny grillezett zöldségekkel,5,Bbq csirkeszárny grillezett zöldség
"Húsmentes ételek: - grillezett camembert kertisalátával, - rántott cukkíni petrezselymes rizzsel",5,"húsmentes étel : - grillezett camember kertisaláta , - rántott cukkíni petrezselymes rizz"
Szilvás derelye,5,Szilvás derely
Penne négysajt mártással,5,Penne négysajt mártás
Füstölt sajttal töltött karaj párolt rizs,5,Füstölt sajt töltött karaj párolt rizs
"Rántott karfiol és camembert sajt vegyes köret, tartármártás",5,"rántott karfiol és camember sajt vegyes köret , tartármártás"
Csikós tokány tarhonya,5,Csikós tokány tarhony
"Csülökpörkölt, tészta",5,"Csülökpörköl , tészta"
"Piszkeszósz, rántott szelet",5,"Piszkeszósz , rántott szél"
"Sobri sertés szelet, párolt rizs",5,"Sobri sertés szél , párolt rizs"
Pacal főtt burgonyával,5,Pacal főtt burgonya
"Sült csirkecomb, almafőzelék",5,"sült csirkecomb , almafőzelék"
Házi túrógombóc tejföllel,5,házi túrógombóc tejföl
Zöldségleves reszelt tésztával,5,Zöldségleves reszelt tészta
Tejszínes gombás csirkemell ragu tésztával,5,tejszínes gombás csirkemell ragu tészta
"Sonkával töltött rántott sajt, krokett",5,"Sonka töltött rántott sajt , krokett"
Karfiol krémleves,5,Karfiol krémleves
Cornflakes bundában sült csirkemell petrezselymes burgonyával,5,Cornflakes bunda sült csirkemell petrezselymes burgonya
Csirkemelles lasagna,5,Csirkemelles lasagna
Csontleves cérnametélttel - korhelyleves - mangókrémleves,5,Csontleves cérnametélt - korhelyleves - mangókrémleves
Rakott Kolozsvári káposzta,5,rakott Kolozsvári káposzta
Garnélás tészta,5,Garnélás tészta
Grízes tészta öntettel,5,Grízes tészta öntet
Kijevi csirkemell petrezselymes burgonyával,5,Kijevi csirkemell petrezselymes burgonya
Ürügulyás leves - fokhagyma krémleves - vegyes gyümölcsleves,5,Ürügulyás leves - fokhagyma krémleves - vegyes gyümölcsleves
Tejberizs kakaóporral - fetával töltött gombafejek hasábburgonyával,5,Tejberizs kakaópor - fet töltött gombafej hasábburgonya
"Rántott camambert, áfonya, barack, krokett",5,"rántott camamber , áfonya , barack , krokett"
Eper krémleves - lencsegulyás leves - zöldborsóleves eperlevéllel,5,Eper krémleves - lencsegulyás leves - zöldborsóleves eperlevél
Zöldség krémleves,5,Zöldség krémleves
Mákos tészta vagy diós tészta,5,mákos tészta vagy diós tészta
"Sokmagvas szelet, rizibizi",5,"Sokmagvas szél , rizibizi"
"Temesvári sertés szelet, párolt rizs",5,"temesvári sertés szél , párolt rizs"
"Sertés pörkölt tarhonyával, saláta",5,"Sertés pörkölt tarhonya , saláta"
"Farm csirkecomb, steakburgonya",5,"Farm csirkecomb , steakburgonya"
"Mediterrán csirkecomb , petrezselymes újburgonyával",5,"mediterrán csirkecomb , petrezselymes újburgonya"
"Húsmentes ételek: - rántott sajt – hasábburgonya, majonéz - prézlis tészta baracklekvárral",5,"húsmentes étel : - ránt sajt – hasábburgonya , majonéz - prézlis tészta baracklekvár"
"Almafőzelék, Párizsi szelet",5,"Almafőzelék , Párizsi szelet"
Olasz csirkés tésztasaláta,5,olasz csirkés tésztasaláta
"Sokmagvas csirkemell petrezselymes burgonyával, majonézzel",5,"Sokmagvas csirkemell petrezselymes burgonya , majonéz"
Lencsefőzelék sült kolbásszal,5,Lencsefőzelék sült kolbász
Kolbászos tarhonya leves,5,kolbászos tarhonya leves
"Sertéskaraj erdei gombákkal, tészta",5,"Sertéskaraj erdei gomba , tészta"
"Székelykáposzta, sütemény",5,"Székelykáposzta , sütemény"
"Búbos hús, burgonyapüré",5,"búbos hús , burgonyapüré"
Almaleves eperdarabokkal,5,Almaleves eperdarab
"Halrúd, rizibizi",5,"Halrúd , rizibizi"
"Zöldbabfőzelék, sertéspörkölt",5,"zöldbabfőzelék , sertéspörkölt"
Babgulyás leves - marhahúsleves tésztával,5,Babgulyás leves - marhahúsleves tészta
"Sült császárhús hagymás tört burgonya, lilakáposzta",5,"sült császárhús hagymás tört burgonya , lilakáposzta"
"Sobri szelet, galuska",5,"Sobri szelet , galuska"
"Gyros, friss saláta, pita",5,"Gyros , friss saláta , pita"
Gombás sertésapró tésztával,5,gombás sertésapró tészta
"Sajttal - sonkával töltött szelet, zöldséges rizzsel",5,"Sajt - sonka töltött szél , zöldséges rizz"
Erőleves tojással,5,Erőleves tojás
Sültes tálat szombati és vasárnapi elvitelre készítünk,5,Sültes tálat szombati és vasárnapi elvitel készít
"Szezámos rántott halfilé, rizibizi, tartár",5,"szezámos rántott halfilé , rizibizi , tartár"
"Sült oldalas, hagymás burgonya",5,"sült oldalas , hagymás burgonya"
Babgulyás - ürügulyás,5,Babgulyás - ürügulyás
"Szárnyas májas csirkemell, párolt rizs, saláta",5,"Szárnyas májas csirkemell , párolt rizs , saláta"
"Rántott csirkecomb, mexikói rizs",5,"rántott csirkecomb , mexikói rizs"
Tejfölös vajbableves,5,Tejfölös vajbableves
"Halrudak, kukoricás rizs",5,"halrudak , kukoricás rizs"
Frankfurti leves - marha erőleves - barack krémleves,5,frankfurti leves - marha erőleves - barack krémleves
"Sonkával töltött rántott sajt, sültburgonya",5,"Sonka tölt rántott sajt , sültburgonya"
Párizsi karaj burgonya pürével,5,párizsi karaj burgonya pür
Tojásleves - tárkonyos csirke raguleves - málnakrém leves,5,tojásleves - tárkonyos csirke raguleves - málnakrém leves
"Hideg kovászosuborka-krémleves, kolbászmorzsa pljeskavica, sült burgonya, friss saláta ajvárral",5,"Hideg kovászosuborka-krémleves , kolbászmorzsa pljeskavica , sült burgonya , friss saláta ajvár"
"Pecsenyeleves rántott ponty, petrezselymes burgonya, tartármártás",5,"Pecsenyeleves rántott ponty , petrezselymes burgonya , tartármártás"
"Rántott sertésszelet, petrezselymes burgonya, savanyúság",5,"rántott sertésszelet , petrezselymes burgonya , savanyúság"
"Camemberttel, póréhagymával töltött sertéskaraj rántva, rizs, tartármártás",5,"Camembert , póréhagyma töltött sertéskaraj rántva , rizs , tartármártás"
Rakott kel tejföllel,5,rakott kel tejföl
"Rántott sertésmáj, hagymás törtburgonyával",5,"rántott sertésmáj , hagymás törtburgonya"
"Mustáros flekken, törtburgonya",5,"mustáros flekk , törtburgonya"
Maláj rizses csirke,5,Maláj rizses csirke
"Sült oldalas, párolt káposzta, törtburgonya",5,"sült oldalas , párolt káposzta , törtburgonya"
Grillezett camembert – kertisaláta - túrós csusza – szalonnapörccel,5,grillezett camember – kertisaláta - túrós csusza – szalonnapörc
Fahéjas szilvaleves - csontleves,5,fahéjas szilvaleves - csontleves
Szecsuáni csirkemell bulgurral,5,szecsuáni csirkemell bulgur
"Rántott camembert sajt, kukoricás rizs",5,"rántott camember sajt , kukoricás rizs"
Sárgaborsó krémleves - gyümölcsleves,5,Sárgaborsó krémleves - gyümölcsleves
"Pirított sertésmáj, sósburgonya, saláta",5,"pirított sertésmáj , sósburgonya , saláta"
"Paradicsomos káposzta, fasírt",5,"Paradicsomos káposzta , fasírt"
"Bankfalusi szelet, petrezselymes burgonya",5,"bankfalusi szél , petrezselymes burgonya"
Húsmentes ételek: - császármorzsa - krumplis tészta,5,húsmentes étel : - császármorzsa - krumplis tészta
Paradicsomos káposzta sertéssülttel,5,Paradicsomos káposzta sertéssült
"Szerb rizses hús, savanyúság",5,"szerb rizses hús , savanyúság"
Szezámmagos rántott hal majonézes burgonya saláta,5,szezámmagos rántott hal majonézes burgonya saláta
"Gyümölcsfőzelék, Párizsi csirkemell, sütemény",5,"Gyümölcsfőzelék , Párizsi csirkemell , sütemény"
"Zöldbab főzelék, fokhagymás sertéssült",5,"Zöldbab főzelék , fokhagymás sertéssül"
Vörösboros marharagu tarhonyával,5,Vörösboros marharagu tarhonya
Bolognai penne,5,Bolognai pesz
"Erdei gyümölcsmártás, Párizsi szelet",5,"Erdei gyümölcsmártás , Párizsi szelet"
Babgulyás füstölt csülökkel túróval töltött gombóc dióbundában,5,Babgulyás füstölt csülökkel túró töltött gombóc dióbunda
"Orly csirkemell, sajtos rizi-bizi",5,"Orly csirkemell , sajtos rizi-bizi"
Húsmentes ételek: pirított tészta - mákos-sajtos nudli,5,húsmentes étel : pirított tészta - mákos-sajtos nudli
"Sertéskaraj zöldfűszeres pankómorzsa bundában, burgonyapüré",5,"Sertéskaraj zöldfűszeres pankómorzsa bunda , burgonyapüré"
"Tejfölös pácolt csirkemell rántva, vegyes köret",5,"Tejfölös pácol csirkemell rántva , vegyes köret"
Eperkrémleves - csontleves,5,Eperkrémleves - csontleves
"Vadas sertésszelet, galuska",5,"Vadas sertésszelet , galuska"
"Zöldbabfőzelék, Stefánia",5,"Zöldbabfőzelék , Stefánia"
Kínai zöldségleves csirkehúsos thai tészta,5,kínai zöldségleves csirkehúsos thai tészta
"Velővel töltött rántott hús, rizibizi",5,"velő tölt rántott hús , rizibizi"
"Holstein szelet, sültburgonya",5,"Holstein szelet , sültburgonya"
"Dubarry szelet, burgonyapüré",5,"Dubarry szelet , burgonyapüré"
Rántott camembert kerti salátával,5,rántott camember kerti saláta
"Borzas szelet, rizzsel",5,"borzas szél , rizz"
Ropogós sült fokhagymás libacomb vagy kacsacomb párolt káp. és krokettel,5,ropogós sült fokhagymás libacomb vagy kacsacomb párolt káp . és kroket
"Csontleves cigánypecsenye, fűszeres burgonya, savanyúság",5,"Csontleves cigánypecseny , fűszeres burgonya , savanyúság"
"Gombaleves magyarosan, csipetkével",5,"Gombaleves magyaros , csipetk"
Mészáros tokány törtburgonya,5,Mészáros tokány törtburgonya
"Borsostokány tésztával, uborkasalátával",5,"Borsostokány tészta , uborkasaláta"
"Rántott szelet, vegyes köret",5,"rántott szél , vegyes köret"
"Marhapörkölt, főttburgonya",5,"Marhapörköl , főttburgonya"
Csőben sült brokkolis csirkemell rizzsel,5,cső sült brokkolis csirkemell rizz
"Párizsi sertésszelet, vegyes köret, saláta",5,"párizsi sertésszelet , vegyes köret , saláta"
"Vörösboros marharagu, tésztával",5,"Vörösboros marharagu , tészta"
Babgulyás - libaraguleves,5,Babgulyás - libaraguleves
"Kolbászos paprikás krumpli sült oldalassal, saláta",5,"kolbászos paprikás krumpli sült oldalas , saláta"
"Rántott sertés szelet, rizibizi, saláta",5,"rántott sertés szél , rizibizi , saláta"
Bakonyi szelet tésztával,4,bakonyi szelet tészta
Karfiolleves húsgombóccal,4,karfiolleves húsgombóc
Olasz tésztasaláta,4,olasz tésztasaláta
Csőben sült barackos csirkemell rizzsel,4,cső sült barackos csirkemell rizzsel
Ponty halászlé – bogrács gulyásleves,4,ponty halászlé – bogrács gulyásleves
Lecsegulyás,4,Lecsegulyás
Csirkemájas rizottó,4,Csirkemájas rizottó
"Sertés pörkölt, galuska, savanyúság",4,"sertés pörkölt , galuska , savanyúság"
Libaraguleves juhtúrós sztrapacska,4,Libaraguleves juhtúrós sztrapacska
"Zöldborsóleves, vajas galuska",4,"zöldborsóleves , vajas galuska"
"Malacsült, párolt káposzta, törtburgonya",4,"malacsült , párolt káposzta , törtburgonya"
Betyárgulyás,4,Betyárgulyás
"Csőben sült barackos csirkemell, párolt rizs c: Párizsi sertés csíkok, hagymás burgonya, saláta",4,"cső sült barackos csirkemell , párolt rizs c : Párizsi sertés csík , hagymás burgonya , saláta"
"Zöldborsó krémleves kolbászmorzsával mustáros flekken, fűszeres burgonya, savanyúság",4,"Zöldborsó krémleves kolbászmorzsa mustáros flekk , fűszeres burgonya , savanyúság"
"Zöldbab főzelék, fasírozott",4,"Zöldbab főzelék , fasírozott"
"Burgonyafőzelék, mustáros tépett sertéshús, ropogós bundában",4,"Burgonyafőzelék , mustáros tépett sertéshús , ropogós bunda"
"Cordon Bleu, steak burgonya",4,"Cordon Bleu , steak burgonya"
Tejszínes gombás csirkemell galuskával,4,tejszínes gombás csirkemell galuska
"Zöldbabfőzelék, sült csirkecomb",4,"Zöldbabfőzelék , sült csirkecomb"
"Körmös pacalpörkölt, sósburgonya",4,"Körmös pacalpörköl , sósburgonya"
"Gyros, friss saláta, sültburgonya",4,"Gyros , friss saláta , sültburgonya"
Indiai csirke jázmin rizs,4,indiai csirke jázmin rizs
Húsleves rántott szelet petrezselymes burgonyával,4,húsleves rántott szelet petrezselymes burgonya
Paprikás krumpli virslivel,4,paprikás krumpli virsli
"Paprikás burgonya, savanyúság",4,"paprikás burgonya , savanyúság"
"Narancsos csirkemell, párolt rizs c: Milánói sertésborda",4,"narancsos csirkemell , párolt rizs c : Milánói sertésborda"
"Dubarry sertés szelet, rizs",4,"Dubarry sertés szél , rizs"
Tejfölös kelvirágleves,4,Tejfölös kelvirágleves
"Halpaprikás, túrós csusza",4,"Halpaprikás , túrós csusza"
"Rántott csirkemell, rizibizi, saláta c: Holstein sertés szelet, hagymás burgonya, saláta",4,"rántott csirkemell , rizibizi , saláta c : Holstein sertés szél , hagymás burgonya , saláta"
Meggyleves - csontleves,4,meggyleves - csontleves
"Göngyölt hús, törtburgonya",4,"Göngyölt hús , törtburgonya"
Kakaspörkölt túrós csuszával,4,Kakaspörkölt túrós csusza
"Marhapörkölt, galuska",4,"Marhapörköl , galuska"
Sertésraguleves,4,Sertésraguleves
"Zsebes csirkemell, krokett, barack",4,"Zsebes csirkemell , krokett , barack"
"Rántott camambert, burgonyapürével",4,"rántott camamber , burgonyapüre"
Körömpörkölt sós burgonya,4,Körömpörkölt sós burgonya
"Párizsi csirkemell, piszkefőzelék",4,"párizsi csirkemell , piszkefőzelék"
Burgonya krémleves,4,Burgonya krémleves
"Zöldborsó főzelék, rántott csirkemell",4,"Zöldborsó főzelék , rántott csirkemell"
"Rántott csirkecomb- rántott gomba, zöldséges rizs, saláta c: rakott karfiol",4,"rántott csirkecomb- rántott gomba , zöldséges rizs , saláta c : rak karfiol"
Babos csülkös káposztaleves,4,Babos csülkös káposztaleves
"Lencsefőzelék, pörkölttel",4,"Lencsefőzelék , pörkölt"
"Lecsós sertésszelet, rizs",4,"Lecsós sertésszél , rizs"
"Gyros, sültburgonyával",4,"Gyros , sültburgonya"
"Sült oldalas, hagymás törtburgonyával",4,"sült oldalas , hagymás törtburgonya"
Tejszínes - kapros csirkemell tésztával,4,tejszínes - kapros csirkemell tészta
Rakott tészta,4,rakott tészta
"Mátrai borzaska, burgonyapüré",4,"Mátrai borzaska , burgonyapüré"
Baconbe göngyölt csirkecomb vegyes körettel,4,bacon göngyölt csirkecomb vegyes köret
Hentestokány tésztával,4,Hentestokány tészta
"Rántott szelet, zöldséges rizs",4,"rántott szél , zöldséges rizs"
"Rántott sajt, sült krumpli, tartár",4,"rántott sajt , sült krumpli , tartár"
"Gyümölcsfőzelék, Párizsi szelet",4,"Gyümölcsfőzelék , Párizsi szelet"
Rózsa sándor tál,4,Rózsa sándor tál
Bakonyi sertés szelet tészta,4,bakonyi sertés szél tészta
"Csőben sült brokkolis csirkemell, törtburgonya",4,"cső sült brokkolis csirkemell , törtburgonya"
"Disznótoros, törtburgonyával",4,"disznótoros , törtburgonya"
"Zöldborsós aprópecsenye, tésztával",4,"zöldborsós aprópecseny , tészta"
"Sajttal - őszibarackkal töltött szelet, rizzsel",4,"Sajt - őszibarack töltött szél , rizz"
"Gyümölcsleves, bécsi szelet, majonézes burgonyasalátával",4,"gyümölcsleves , bécsi szelet , majonézes burgonyasaláta"
Sült csontos karaj krumplipüré,4,sült csontos karaj krumplipüré
Pásztor gulyásleves – tyúkhúsleves tésztával,4,Pásztor gulyásleves – tyúkhúsleves tészta
Rántott csirkecomb rizi-bizi,4,rántott csirkecomb rizi-bizi
"Borsos tokány, galuskával",4,"borsos tokány , galuska"
Csirkepaprikás galuska,4,Csirkepaprikás galuska
"Tejszínes - kapros csirkemell, bulgur",4,"tejszínes - kapros csirkemell , bulgur"
"Pilvax szelet, petrezselymes burgonya",4,"Pilvax szél , petrezselymes burgonya"
Sült csontos tarja szalonnás tepsis burgonya,4,sült csontos tar szalonnás tepsis burgonya
"Sajttal töltött szelet, rizibizivel",4,"Sajt töltött szél , rizibizi"
"Baconös brokkolis csirkemell csőben, krokett",4,"Baconös brokkolis csirkemell cső , krokett"
"Polpetti, petrezselymes burgonya",4,"Polpetti , petrezselymes burgonya"
Disznótoros tepsis burgonya,4,disznótoros tepsis burgonya
"Kelkáposzta főzelék, fasírttal",4,"Kelkáposzta főzelék , fasírt"
"Almaszósz, Párizsi csirkemell",4,"Almaszósz , Párizsi csirkemell"
"Kijevi sertéskaraj, törtburgonya",4,"Kijevi sertéskaraj , törtburgonya"
"Zöldbabfőzelék, sült oldalas",4,"Zöldbabfőzelék , sült oldalas"
"Polpetti, vegyes köret",4,"Polpetti , vegyes köret"
"Sajttal - gombával töltött sertés java, petrezselymes burgonya, saláta",4,"Sajt - gomba töltött sertés java , petrezselymes burgonya , saláta"
"Brokkoli krémleves, zsemlekocka",4,"brokkoli krémleves , zsemlekocka"
"Sertés tokány hentes módra galuskával, saláta",4,"Sertés tokány hentes mód galuska , saláta"
"Roston sült csirkemell, karfiolos-pestós rizottó",4,"Roston sül csirkemell , karfiolos-pestós rizottó"
"Sült csirkecomb, rizibizi",4,"sült csirkecomb , rizibizi"
"Csongrádi tekercs, steak burgonya",4,"csongrádi tekercs , steak burgonya"
Sertés húsleves,4,Sertés húsleves
Piedone penne,4,Piedone pesz
"Meggyszósz, Párizsi szelet",4,"Meggyszósz , Párizsi szelet"
Zöldséges lasagne,4,zöldséges lasagne
"Ananászos csirkemell, rizs",4,"Ananászos csirkemell , rizs"
"Csülökpörkölt, sósburgonya",4,"csülökpörköl , sósburgonya"
Tárkonyos raguleves - gyümölcsleves,4,tárkonyos raguleves - gyümölcsleves
Bbq csirkeszárny zöldséges rizs,4,Bbq csirkeszárny zöldséges rizs
"Zöldbabfőzelék, Stefánia vagdalttal",4,"Zöldbabfőzelék , Stefánia vagdalt"
Savanyú burgonyaleves kolbásszal,4,Savanyú burgonyaleves kolbász
Sült hekk rizzsel,4,sült hekk rizzsel
Bbq csirkemell rizzsel,4,Bbq csirkemell rizzsel
Burgonyaleves kolbásszal,4,Burgonyaleves kolbász
"Sajttal-sonkával-gombával töltött sertésjava, vegyes köret, saláta",4,"sajttal-sonkával-gomba töltött sertésjava , vegyes köret , saláta"
Hagyma krémleves,4,Hagyma krémleves
Jókai bableves – marhahús leves,4,Jókai bableves – marhahús leves
Karaláb krémleves - csontleves tésztával,4,Karaláb krémleves - csontleves tészta
Pásztortarhonya,4,Pásztortarhonya
Bojtár leves,4,Bojtár leves
"Rizsfelfújt, baracklekvár",4,"rizsfelfújt , baracklekvár"
Savanyú krumplileves kolbásszal,4,Savanyú krumplileves kolbász
"Töltött csirkecomb, petrezselymes burgonyával",4,"töltött csirkecomb , petrezselymes burgonya"
Őszibarack krémleves,4,Őszibarack krémleves
Füstölt sonkás - sajtos penne,4,Füstölt sonkás - sajtos pesz
"Bableves - bácskai rizses hús vagy rántott sajt, kukoricás rizs",4,"Bableves - bácskai rizses hús vagy rántott sajt , kukoricás rizs"
Csirkeragu mexikói rizs,4,Csirkeragu mexikói rizs
Hideg erdei gyümölcsleves,4,Hideg erdei gyümölcsleves
Hurka-kolbàsz tepsis burgonyával,4,hurka-kolbàsz tepsis burgonya
"Tökfőzelék, Stefánia szelet",4,"Tökfőzelék , Stefánia szél"
"Hentes sertés szelet, párolt rizs",4,"hentes sertés szelet , párolt rizs"
"Rántott csirkecomb, steak burgonya",4,"rántott csirkecomb , steak burgonya"
"Csőben sült ananászos csirkemell, párolt rizs c: Milánói sertésborda",4,"cső sült ananászos csirkemell , párolt rizs c : Milánói sertésborda"
"Almafőzelék, Párizsi csirkemell",4,"Almafőzelék , Párizsi csirkemell"
"Fokhagymás pulykasült, tört burgonya, saláta",4,"Fokhagymás pulykasül , tört burgonya , saláta"
Sárgaborsófőzelék sertéspörkölttel,4,Sárgaborsófőzelék sertéspörkölt
Csülkös gulyás leves,4,Csülkös gulyás leves
Füstölt sajttal és sonkával sült csirkemell rizi-bizivel,4,Füstölt sajt és sonka sült csirkemell rizi-bizivel
"Rántott csirkecomb, püré",4,"rántott csirkecomb , püré"
"Sajttal-sonkával töltött sertés tekercs, tört burgonya, saláta c: tejszínes gombás csirkemell tésztával",4,"sajttal-sonka töltött sertés tekercs , tört burgonya , saláta c : tejszínes gombás csirkemell tészta"
Húsos paradicsomos farfalle füstölt sajttal,4,húsos paradicsomos farfall füstölt sajt
"Zöldbab főzelék, Stefánia vagdalt",4,"Zöldbab főzelék , Stefánia vagdalt"
Brokkolikrémleves,4,brokkolikrémleves
Tyúkleves,4,Tyúkleves
"Rántott csirkemell - rántott gomba, párolt rizs, majonéz",4,"rántott csirkemell - rántott gomba , párolt rizs , majonéz"
Sertésragu leves,4,Sertésragu leves
"Zöldborsós sertés szelet, törtburgonya",4,"zöldborsós sertés szél , törtburgonya"
"Rántott csirkemell, vagy sajtbundás csirkemell, vagy",4,"rántott csirkemell , vagy sajtbundás csirkemell , vagy"
Sokmagvas csirkemell franciasalátával,4,Sokmagvas csirkemell franciasaláta
Tyúkerő leves,4,Tyúkerő leves
Sajtkrémleves csirkehúsos rizottó,4,sajtkrémleves csirkehúsos rizottó
"Sertés szelet jóasszony módra, párolt rizs, saláta",4,"Sertés szél jóasszony mód , párolt rizs , saláta"
"Pincepörkölt, sós burgonya, saláta",4,"Pincepörkölt , sós burgonya , saláta"
Arató gulyás,4,arató gulyás
Krumplis tészta c: túrós derelye,4,Krumplis tészta c : túrós derely
"Párizsi csirkemell, meggymártás",4,"párizsi csirkemell , meggymártás"
Sertéssült hagymás törtburgonyával,4,Sertéssült hagymás törtburgonya
Ropogós sült fokhagymás libacomb párolt káposztával és krokettel,4,ropogós sült fokhagymás libacomb párol káposzta és kroket
"Magvas bundában sült csirkemell, rizi-bizi, savanyúság",4,"Magvas bunda sült csirkemell , rizi-bizi , savanyúság"
"Kemencés libacomb, krokettel, fahéjas sült almával",4,"kemencés libacomb , kroket , fahéjas sült alma"
Tejfölös-baconos zöldbableves,4,tejfölös-baconos zöldbableves
"Rablóhús, hagymás burgonya, saláta",4,"Rablóhús , hagymás burgonya , saláta"
Belsőségleves - csontleves cérnametélttel,4,Belsőségleves - csontleves cérnametélt
Thai tészta,4,Thai tészta
Gombapörkölt galuskával,4,Gombapörkölt galuska
Gödöllői sertés szelet petrezselymes burgonya,4,gödöllői sertés szél petrezselymes burgonya
"Rántott csirkemell, párolt rizs, saláta c: Brassói aprópecsenye, saláta",4,"rántott csirkemell , párolt rizs , saláta c : Brassói aprópecsenye , saláta"
Újházi tyúkleves,4,újházi tyúkleves
"Csőben sült barackos csirkemell, rizs",4,"cső sült barackos csirkemell , rizs"
"Párizsi sertés csíkok, hagymás burgonya, saláta c: tejszínes gombás csirkemell, párolt rizs",4,"párizsi sertés csík , hagymás burgonya , saláta c : tejszínes gombás csirkemell , párolt rizs"
Lecsós csirkemáj jázmin rizs,4,Lecsós csirkemáj jázmin rizs
"Rántott sajt, sültburgonya",4,"rántott sajt , sültburgonya"
"Tökmagos halfilé rántva, rizs",4,"tökmagos halfilé rántva , rizs"
Konyhakerti gulyásleves,4,Konyhakerti gulyásleves
"Rántott sajt, rizs, tartár",4,"rántott sajt , rizs , tartár"
Rántott leves,4,rántott leves
Harcsapaprikás túrós csuszával,4,Harcsapaprikás túrós csusza
Szaftos tarja tepsis burgonya,4,szaftos tar tepsis burgonya
Káposztás rizseshús,4,Káposztás rizseshús
Grillezett filézett csirkecomb rizzsel,4,grillezett filézett csirkecomb rizz
"Sült hekktörzs, petrezselymes burgonya",4,"sült hekktörzs , petrezselymes burgonya"
"Grillcsirke, burgonyapüré",4,"Grillcsirke , burgonyapüré"
Tejfölös húsgombócleves,4,Tejfölös húsgombócleves
Székely gulyásleves - szárnyas húsleves csigatésztával,4,Székely gulyásleves - szárnyas húsleves csigatészta
"Rántott csirkemell, párolt rizs, párolt zöldség c: kassai sertés java, vajas burgonya, saláta",4,"rántott csirkemell , párolt rizs , párolt zöldség c : kassai sertés java , vajas burgonya , saláta"
"Hétvezér tokány, tészta",4,"hétvezér tokány , tészta"
"Ropogós csülök, törtburgonya",4,"ropogós csül , törtburgonya"
"Csirkecomb jóasszony raguval, rizs",4,"Csirkecomb jóasszony raguval , rizs"
Gombaleves - csontleves cérnametélttel,4,gombaleves - csontleves cérnametélt
Olasz húsos tésztasaláta,4,olasz húsos tésztasaláta
"Párizsi sertés csíkok, hagymás burgonya, kompót c: rakott karfiol",4,"párizsi sertés csík , hagymás burgonya , kompót c : rak karfiol"
"Töltött csirkecomb, törtburgonya, saláta",4,"töltött csirkecomb , törtburgonya , saláta"
Párizsi csirkemell rizibizi,4,párizsi csirkemell rizibizi
Csülkös pacalpörkölt főttburgonya,4,Csülkös pacalpörkölt főttburgonya
Kefíres vitamin saláta csirkehússal,4,kefíres vitamin saláta csirkehús
"Kondorosi aprópecsenye, tészta",4,"Kondorosi aprópecsenye , tészta"
"Füstölt sonkás besamelben sült csirkemell, snidlinges rizs",4,"Füstölt sonkás besamel sült csirkemell , snidlinges rizs"
"Csabai töltött karaj, tört burgonya",4,"csabai töltött karaj , tört burgonya"
Stroganoff sertés párolt rizzsel,4,Stroganoff sertés párolt rizzs
Tejfölös paszúj leves,4,Tejfölös paszúj leves
"Zöldbabfőzelék, fokhagymás sertéssült",4,"Zöldbabfőzelék , fokhagymás sertéssül"
Karaláb krémleves - csontleves cérnametélttel,4,Karaláb krémleves - csontleves cérnametélt
"Kijevi szelet, petrezselymes burgonya",4,"Kijevi szelet , petrezselymes burgonya"
Arany galuska,4,Arany galuska
Sajtos nudli c: grízes tészta öntettel,4,Sajtos nudli c : grízes tészta öntet
Tárkonyos zöldséges húsgombócleves,4,tárkonyos zöldséges húsgombócleves
