dish_name,count,lemmas,course,protein,cooking_method,canonical_name
"Csülök pörkölt, sósburgonya",1,"Csül pörköl , sósburgonya",főétel,sertés,pörkölt,"Csülök pörkölt, sósburgonya"
"Csülök pörkölt, pásztor tarhonyával",1,"Csül pörköl , pásztor tarhonya",főétel,sertés,pörkölt,"Csülök pörkölt, pásztor tarhonyával"
"Csülök pörkölt, galuska",1,"Csül pörkölt , galuska",főétel,sertés,pörkölt,galuska
Ínyenc tekercs rizzsel,1,ínyenc tekercs rizz,főétel,,,Ínyenc tekercs rizzsel
Csülök pékné módra tepsis burgonya 10,1,csül pékné mód tepsis burgonya 10,főétel,sertés,tepsis,Csülök pékné módra tepsis burgonya
Csülök pékné módra burgonyapürével,1,csül pékné mód burgonyapüré,főétel,sertés,,burgonyapüré
"Ínyenc tekercs, francia saláta, rizs",1,"Ínyenc tekercs , francia saláta , rizs",főétel,,,"Ínyenc tekercs, francia saláta, rizs"
"Csülök ""Pékné"" burgonyával",1,"csül "" Pékné "" burgonya",főétel,sertés,,"Csülök ""Pékné"" burgonyával"
Csülkös pacalpörkölt főtt burgonya,1,Csülkös pacalpörköl főtt burgonya,főétel,,"főtt,pörkölt",Csülkös pacalpörkölt főtt burgonya
Csülkös babos pacalpörkölt főttburgonya,1,Csülkös babos pacalpörkölt főttburgonya,főétel,,"főtt,pörkölt",Csülkös babos pacalpörkölt főttburgonya
"Ínyenc tekercs, törtburgonya",1,"Ínyenc tekercs , törtburgonya",főétel,,,burgonyapüré
Csülkös babgulyás leves – Marha húsleves tésztával,1,Csülkös babgulyás leves – Marha húsleves tészta,leves,marha,,húsleves
Csülkös babgulyás leves - Sertés raguleves,1,Csülkös babgulyás leves - sertés raguleves,leves,"sertés,marha",,Csülkös babgulyás leves - Sertés raguleves
Csípős csirkeszárny tepsis burgonyával,1,csípős csirkeszárny tepsis burgonya,főétel,csirke,tepsis,Csípős csirkeszárny tepsis burgonyával
Csíki tarhonya leves,1,Csíki tarhony leves,leves,,,Csíki tarhonya leves
"Császármorzsa, barack lekvár",1,"császármorzsa , barack lekvár",főétel,,,"Császármorzsa, barack lekvár"
Császármorzsa baracklekvárral,1,Császármorzsa baracklekvár,főétel,,,Császármorzsa baracklekvárral
Császármorzsa baracklekvár,1,Császármorzsa baracklekvár,főétel,,,Császármorzsa baracklekvárral
"Csáky rostélyos, steak burgonya",1,"Csáky rostélyos , steak burgonya",főétel,,,hasábburgonya
Csáky rostályos tészta,1,Csáky rostályos tészta,főétel,,,Csáky rostályos tészta
Csurgatott tojásleves,1,csurgatott tojásleves,leves,vegetáriánus,,Csurgatott tojásleves
"Óvári csirkemell, rizs",1,"Óvári csirkemell , rizs",főétel,csirke,,"Óvári csirkemell, rizs"
Csopaki aprópecsenye orsótészta,1,csopaki aprópecsenye orsótészta,főétel,,,Csopaki aprópecsenye orsótészta
Csontleves- Eperkrém leves,1,csontleves- Eperkrém leves,leves,,,csontleves
Csontleves zöldségekkel,1,Csontleves zöldség,leves,vegetáriánus,,csontleves
Csontleves eperszalaggal,1,Csontleves eperszalag,leves,,,csontleves
Csontleves cérnametélttel A :Mediterrán töltött karaj rizzsel,1,Csontleves cérnametélt a : Mediterrán töltött karaj rizzsel,leves,sertés,töltött,csontleves
Csontleves cérnametélt,1,Csontleves cérnametél,leves,,,csontleves
Csontleves csigatészta,1,Csontleves csigatészta,leves,,,csontleves
Csontleves - Gyümölcsleves,1,Csontleves - Gyümölcsleves,leves,,,gyümölcsleves
Csontleves - Eperkrémleves,1,Csontleves - eperkrémleves,leves,,,csontleves
"Csongrádi töltött karaj, sült krumpli, csemege uborka",1,"Csongrádi töltött karaj , sült krumpli , csemege uborka",főétel,sertés,"sült,töltött",hasábburgonya
Csongrádi töltött karaj burgonyapürével,1,Csongrádi töltött karaj burgonyapüre,főétel,sertés,töltött,burgonyapüré
"Csongrádi töltelékes sertéskaraj párolt rizzsel, káposztasalátával",1,"Csongrádi töltelékes sertéskaraj párolt rizz , káposztasaláta",főétel,sertés,párolt,"Csongrádi töltelékes sertéskaraj párolt rizzsel, káposztasalátával"
"Csongrádi tekercs, zöldséges rizs",1,"csongrádi tekercs , zöldséges rizs",főétel,vegetáriánus,,"Csongrádi tekercs, zöldséges rizs"
"Óvári sertés java, zöldséges rizs, saláta",1,"Óvári sertés java , zöldséges rizs , saláta",főétel,sertés,,"Óvári sertés java, zöldséges rizs, saláta"
"Csongrádi tekercs, rizs",1,"csongrádi tekercs , rizs",főétel,,,"Csongrádi tekercs, rizs"
"Csongrádi tekercs, mexikói rizs",1,"csongrádi tekercs , mexikói rizs",főétel,,,"Csongrádi tekercs, mexikói rizs"
"Csongrádi tekercs, krumplipürével",1,"csongrádi tekercs , krumplipüré",főétel,vegetáriánus,,burgonyapüré
"Csongrádi tekercs, hasábburgonya, csemege uborka",1,"csongrádi tekercs , hasábburgonya , csemege uborka",főétel,,,hasábburgonya
"Csongrádi tekercs, hagymás törtburgonya",1,"csongrádi tekercs , hagymás törtburgonya",főétel,,,burgonyapüré
"Csongrádi tekercs, hagymás rizs",1,"csongrádi tekercs , hagymás rizs",főétel,,,"Csongrádi tekercs, hagymás rizs"
"Csongrádi tekercs, burgonya püré",1,"csongrádi tekercs , burgonya püré",főétel,,,"Csongrádi tekercs, burgonya püré"
Csongrádi tekercs steak burgonya házi káposzta saláta,1,csongrádi tekercs steak burgonya házi káposzta saláta,főétel,,,hasábburgonya
Csongrádi tekercs lecsós steak burgonya,1,csongrádi tekercs lecsós steak burgonya,főétel,vegetáriánus,,hasábburgonya
Csongrádi tekercs lecsós burgonya,1,csongrádi tekercs lecsós burgonya,főétel,vegetáriánus,,Csongrádi tekercs lecsós burgonya
Csongrádi tekercs krumplipüré,1,csongrádi tekercs krumplipüré,főétel,vegetáriánus,,burgonyapüré
Csongrádi tekercs hasábburgonya,1,csongrádi tekercs hasábburgonya,főétel,,,hasábburgonya
Csongrádi tekercs burgonyapüré,1,csongrádi tekercs burgonyapüré,főétel,,,burgonyapüré
Csongrádi tekercs,1,csongrádi tekercs,főétel,,,Csongrádi tekercs
"Csongrádi szelet, törtburgonya",1,"csongrádi szél , törtburgonya",főétel,,,burgonyapüré
Csongrádi szelet törtburgonyával,1,csongrádi szél törtburgonya,főétel,,,Csongrádi szelet törtburgonyával
Csongrádi szelet rizibizivel,1,csongrádi szél rizibizi,főétel,,,rizibizi
"Csongrádi sertéstekercs, rizibizi",1,"csongrádi sertéstekercs , rizibizi",főétel,sertés,,rizibizi
"Csongrádi sertés tekercs, vajas burgonya, saláta C: Roston sült csirkecomb, párolt rizs, párolt zöldség",1,"csongrádi sertés tekercs , vajas burgonya , saláta C : Roston sült csirkecomb , párolt rizs , párolt zöldség",főétel,"csirke,sertés","sült,párolt,grillezett","Csongrádi sertés tekercs, vajas burgonya, saláta C: Roston sült csirkecomb, párolt rizs, párolt zöldség"
"Csongrádi sertés tekercs, törtburgonya, saláta",1,"csongrádi sertés tekercs , törtburgonya , saláta",főétel,sertés,,burgonyapüré
"Csongrádi sertés tekercs, tört burgonya, saláta C: Rakott karfiol",1,"csongrádi sertés tekercs , tört burgonya , saláta C : Rakott karfiol",főétel,sertés,rakott,burgonyapüré
"Csongrádi sertés tekercs, rizibizi, saláta",1,"csongrádi sertés tekercs , rizibizi , saláta",főétel,sertés,,rizibizi
"Csongrádi sertés tekercs, párolt rizs, saláta C: Csirkemelles lasagna",1,"csongrádi sertés tekercs , párolt rizs , saláta C : Csirkemelles lasagna",főétel,"csirke,sertés",párolt,"Csongrádi sertés tekercs, párolt rizs, saláta C: Csirkemelles lasagna"
"Csongrádi sertés tekercs, petrezselymes burgonya, saláta C: Roston sült csirkecomb, zöldséges rizs, saláta",1,"csongrádi sertés tekercs , petrezselymes burgonya , saláta C : Roston sült csirkecomb , zöldséges rizs , saláta",főétel,"csirke,sertés","sült,grillezett",petrezselymes burgonya
"Csongrádi sertés tekercs, petrezselymes burgonya, saláta C: Fokhagymás sertéssült, tört burgonya, párolt káposzta",1,"csongrádi sertés tekercs , petrezselymes burgonya , saláta C : Fokhagymás sertéssül , tört burgonya , párolt káposzta",főétel,sertés,"sült,párolt",burgonyapüré
"Csongrádi sertés tekercs, petrezselymes burgonya, saláta",1,"csongrádi sertés tekercs , petrezselymes burgonya , saláta",főétel,sertés,,petrezselymes burgonya
"Csongrádi sertés tekercs, hagymás burgonya, saláta C: Rakott kel",1,"csongrádi sertés tekercs , hagymás burgonya , saláta C : Rakott kel",főétel,sertés,rakott,"Csongrádi sertés tekercs, hagymás burgonya, saláta C: Rakott kel"
Csoki krémes palacsinta,1,Csoki krémes palacsinta,desszert,,,Csoki krémes palacsinta
Csirkés-zöldséges pirított tészta,1,csirkés-zöldséges pirított tészta,főétel,vegetáriánus,pirított,Csirkés-zöldséges pirított tészta
Csirkés tésztasaláta,1,Csirkés tésztasaláta,főétel,,,Csirkés tésztasaláta
"Csirkés tészta, tejszínes - gombás szósszal",1,"Csirkés tészta , tejszínes - gombás szósz",főétel,,,"Csirkés tészta, tejszínes - gombás szósszal"
"Csirkés tokány, tészta",1,"Csirkés tokány , tészta",főétel,,,"Csirkés tokány, tészta"
"Csirkeszárny cornflakes bundában, rizibizi, barackbefőtt",1,"Csirkeszárny cornflakes bunda , rizibizi , barackbefőtt",főétel,csirke,főtt,rizibizi
"Csirkeszárny corn flakes bundában, rizi-bizi, barackbefőtt",1,"Csirkeszárny corn flakes bunda , rizi-bizi , barackbefőtt",főétel,csirke,főtt,rizibizi
"Csirkeraguleves - Almás fahéjas gombóc, Káposztás tészta",1,"Csirkeraguleves - Almás fahéjas gombóc , Káposztás tészta",leves,csirke,,káposztás tészta
Csirkeragu medvehagymás rizs,1,Csirkeragu medvehagymás rizs,főétel,csirke,,Csirkeragu medvehagymás rizs
Csirkeragu leves kelbimbóval,1,Csirkeragu leves kelbimbó,leves,csirke,,Csirkeragu leves kelbimbóval
Csirkeragu jázmin rizs,1,Csirkeragu jázmin rizs,főétel,csirke,,Csirkeragu jázmin rizs
Csirkeragu bulgur,1,Csirkeragu bulgur,főétel,csirke,,Csirkeragu bulgur
"Csirkepörkölt, nokedli, csemege uborka",1,"Csirkepörkölt , nokedli , csemege uborka",főétel,csirke,pörkölt,csirkepörkölt
Csirkepörkölt tészával,1,Csirkepörkölt tész,főétel,csirke,pörkölt,csirkepörkölt
Csirkepörkölt tortillába tekerve pikáns tejföllel,1,Csirkepörkölt tortilla tekerve pikáns tejföl,főétel,csirke,pörkölt,csirkepörkölt
Csirkepörkölt tortillába tekerve citrusos tejföllel,1,Csirkepörkölt tortilla tekerve citrusos tejföl,főétel,csirke,pörkölt,csirkepörkölt
Óvári sertés szelet zöldséges rizs,1,Óvári sertés szél zöldséges rizs,főétel,sertés,,Óvári sertés szelet zöldséges rizs
"Csirkepörkölt rizzsel, saláta",1,"Csirkepörkölt rizz , saláta",főétel,csirke,pörkölt,csirkepörkölt
Csirkepörkölt orsótésztával,1,Csirkepörkölt orsótészta,főétel,csirke,pörkölt,csirkepörkölt
"Csirkepörkölt nokedlivel, savanyúság",1,"Csirkepörkölt nokedli , savanyúság",főétel,csirke,pörkölt,csirkepörkölt
"Csirkepörkölt nokedlivel, csalamádéval",1,"Csirkepörkölt nokedli , csalamádé",főétel,csirke,pörkölt,csirkepörkölt
Csirkepörkölt nokedlival,1,Csirkepörkölt nokedli,főétel,csirke,pörkölt,csirkepörkölt
"Csirkepaprikás, tészta",1,"csirkepaprikás , tészta",főétel,csirke,,Csirkepaprikás tésztával
"Csirkepaprikás, copfocska tésztával",1,"csirkepaprikás , copfocska tészta",főétel,csirke,,"Csirkepaprikás, copfocska tésztával"
Csirkepaprikás orsó tészta,1,csirkepaprikás orsó tészta,főétel,csirke,,Csirkepaprikás orsó tészta
"Csirkepapirkás, galuskával",1,"Csirkepapirkás , galuska",főétel,csirke,,"Csirkepapirkás, galuskával"
"Óvári sertés szelet, rizibizi",1,"Óvári sertés szél , rizibizi",főétel,sertés,,rizibizi
"Csirkenyárs, friss saláta, amerikai burgonya",1,"Csirkenyárs , friss saláta , amerikai burgonya",főétel,csirke,,"Csirkenyárs, friss saláta, amerikai burgonya"
"Csirkenyárs, amerikai újburgonya",1,"Csirkenyárs , amerikai újburgonya",főétel,csirke,,"Csirkenyárs, amerikai újburgonya"
"Csirkenyárs, amerikai burgonya, friss saláta",1,"Csirkenyárs , amerikai burgonya , friss saláta",főétel,csirke,,"Csirkenyárs, friss saláta, amerikai burgonya"
"Csirkenyárs rablóhús, steak burgonya",1,"Csirkenyárs rablóhús , steak burgonya",főétel,csirke,,hasábburgonya
"Csirkenuggets, sültburgonya",1,"Csirkenuggets , sültburgonya",főétel,csirke,sült,hasábburgonya
"Csirkemájjal, füstölt szalonnával töltött rántott hús pürével",1,"Csirkemájjal , füstölt szalonna tölt rántott hús püre",főétel,"csirke,sertés","rántott,töltött","Csirkemájjal, füstölt szalonnával töltött rántott hús pürével"
"Csirkemájjal töltött szelet, törtburgonyával",1,"Csirkemájjal tölt szél , törtburgonya",főétel,csirke,töltött,"Csirkemájjal töltött szelet, törtburgonyával"
"Óvári sertés szelet, rizs",1,"Óvári sertés szél , rizs",főétel,sertés,,"Óvári sertés szelet, rizs"
"Csirkemájjal töltött szelet, rizibizi",1,"Csirkemájjal tölt szél , rizibizi",főétel,csirke,töltött,rizibizi
"Csirkemájjal töltött rántott hús, steak burgonya",1,"Csirkemájjal tölt rántott hús , steak burgonya",főétel,csirke,"rántott,töltött",hasábburgonya
"Csirkemájjal töltött rántott gomba, krokett",1,"Csirkemájjal tölt rántott gomba , krokett",főétel,csirke,"rántott,töltött","Csirkemájjal töltött rántott gomba, krokett"
Csirkemájjal töltött karaj rizibizivel,1,Csirkemájjal tölt karaj rizibizi,főétel,"csirke,sertés",töltött,rizibizi
"Csirkemájas zúzapörkölt tarhonyával, saláta",1,"Csirkemájas zúzapörkölt tarhonya , saláta",főétel,csirke,pörkölt,"Csirkemájas zúzapörkölt tarhonyával, saláta"
Csirkemájas zöldborsóleves,1,csirkemájas zöldborsóleves,leves,csirke,,Csirkemájas zöldborsóleves
"Csirkemájas sertéskaraj, hagymás burgonya",1,"csirkemájas sertéskaraj , hagymás burgonya",főétel,"csirke,sertés",,"Csirkemájas sertéskaraj, hagymás burgonya"
"Csirkemáj pörkölt, jázmin rizs",1,"Csirkemáj pörköl , jázmin rizs",főétel,csirke,pörkölt,"Csirkemáj pörkölt, jázmin rizs"
Csirkemáj pörkölt zöldborsóval és rizzsel,1,Csirkemáj pörkölt zöldborsó és rizzs,főétel,csirke,pörkölt,Csirkemáj pörkölt zöldborsóval és rizzsel
Csirkemáj pörkölt rizs,1,csirkemáj pörkölt rizs,főétel,csirke,pörkölt,Csirkemáj pörkölt rizs
Csirkemáj pörkölt galuska,1,Csirkemáj pörkölt galuska,főétel,csirke,pörkölt,galuska
Csirkemellragu rizzsel,1,Csirkemellragu rizzsel,főétel,csirke,,Csirkemellragu rizzsel
Csirkemellragu párolt rizs,1,Csirkemellragu párolt rizs,főétel,csirke,párolt,Csirkemellragu párolt rizs
"Óvári sertés szelet, tészta",1,"Óvári sertés szél , tészta",főétel,sertés,,"Óvári sertés szelet, tészta"
Csirkemell zöldséges rizottó,1,Csirkemell zöldséges rizottó,főétel,csirke,,Csirkemell zöldséges rizottóval
"Csirkemell sörbundában, francia saláta, rizs",1,"Csirkemell sörbunda , francia saláta , rizs",főétel,csirke,,"Csirkemell sörbundában, francia saláta, rizs"
"Csirkemell sörbundában, burgonyapüré",1,"Csirkemell sörbunda , burgonyapüré",főétel,csirke,,burgonyapüré
Csirkemell szárnyas májas zöldborsós raguval rizzsel,1,Csirkemell szárnyas májas zöldborsós raguval rizz,főétel,csirke,,Csirkemell szárnyas májas zöldborsós raguval rizzsel
Csirkemell szezámmagos bundában petrezselymes burgonya,1,Csirkemell szezámmagos bunda petrezselymes burgonya,főétel,csirke,,petrezselymes burgonya
"Csirkemell steak, jázmin rizzsel, gomba mártás",1,"Csirkemell steak , jázmin rizz , gomba mártás",főétel,csirke,,"Csirkemell steak, jázmin rizzsel, gomba mártás"
"Csirkemell steak jázmin rizs, gombamártás",1,"Csirkemell steak jázmin rizs , gombamártás",főétel,csirke,,"Csirkemell steak jázmin rizs, gombamártás"
Csirkemell sajtmártással jázmin rizs,1,Csirkemell sajtmártás jázmin rizs,főétel,csirke,,Csirkemell sajtmártással jázmin rizs
"Csirkemell ropogós bundában, rizzsel",1,"Csirkemell ropogós bunda , rizz",főétel,csirke,,"Csirkemell ropogós bundában, rizzsel"
Csirkemell rizottó,1,Csirkemell rizottó,főétel,csirke,,Csirkemell rizottó
"Óvári sertés szelet, zöldséges rizs, saláta C: Rántott sertés máj, petrezselymes burgonya, saláta",1,"Óvári sertés szelet , zöldséges rizs , saláta C : Rántott sertés máj , petrezselymes burgonya , saláta",főétel,sertés,rántott,petrezselymes burgonya
"Óvári sertés, sültburgonya",1,"Óvári sertés , sültburgonya",főétel,sertés,sült,hasábburgonya
"Csirkemell pankó morzsában, mexikói rizs",1,"Csirkemell pankó morzs , mexikói rizs",főétel,csirke,,"Csirkemell pankó morzsában, mexikói rizs"
"Csirkemell pankó morzsában, jázmin rizzsel",1,"Csirkemell pankó morzs , jázmin rizz",főétel,csirke,,"Csirkemell pankó morzsában, jázmin rizzsel"
