dish_name,count,lemmas,course,protein,cooking_method
"Rántott sajt- Párizsi csirkemell, párolt rizs, saláta c: lecsós sertés tarja tarhonyával",1,"rántott sajt- Párizsi csirkemell , párolt rizs , saláta c : lecsós sertés tar tarhonya",főétel,"csirke,sertés","rántott,párolt,párizsi"
Szemes bableves füstölt csülökkel,1,szemes bableves füstöl csülök,leves,sertés,
Almával és sajttal töltött csirkemell tejszínes burgonyapüré,1,Alma és sajt töltött csirkemell tejszínes burgonyapüré,főétel,csirke,töltött
Legényfogóleves,1,Legényfogóleves,leves,,
Lecsós karaj párolt rizs,1,Lecsós karaj párolt rizs,főétel,sertés,párolt
"Gyümölcsleves, csirkemell pankó morzsában jázmin rizzsel",1,"gyümölcsleves , csirkemell pankó morzsa jázmin rizz",leves,csirke,
Almás fahéjas gombóc c: prézlis tészta öntettel,1,Almás fahéjas gombóc c : prézlis tészta öntet,desszert,,
"Alföldi gulyásleves - mákos guba, káposztás tészta",1,"alföldi gulyásleves - mákos gu , káposztás tészta",leves,marha,
"Burgonyaleves - bácskai rizses hús vagy szezámmagos rántott sajt, kukoricás rizs",1,"Burgonyaleves - bácskai rizses hús vagy szezámmagos rántott sajt , kukoricás rizs",leves,vegetáriánus,rántott
Zöldséges csirkés tészta,1,zöldséges csirkés tészta,főétel,vegetáriánus,
Sajtos spagetti c: grízes tészta öntettel,1,Sajtos spagetti c : grízes tészta öntet,főétel,vegetáriánus,
Füstölt sajtos sült bab omlós mustáros tarjával,1,Füstölt sajtos sült bab omlós mustáros tar,főétel,vegetáriánus,sült
"Lenmagos rántott jérce, majonézes kukoricasaláta, rizs",1,"lenmagos rántott jérce , majonézes kukoricasaláta , rizs",főétel,csirke,rántott
"Füstölt sajttal töltött rántott karaj, hasábburgonya",1,"Füstölt sajt töltött rántott karaj , hasábburgonya",főétel,sertés,"rántott,töltött"
"Fetával töltött gomba, rizs + hasábburgonya",1,"Feta töltött gomba , rizs + hasábburgonya",főétel,vegetáriánus,töltött
"Citromos - joghurtos csirkemell, görög salátával",1,"Citromos - joghurtos csirkemell , görög saláta",főétel,csirke,
"Birkapörkölt, sós burgonyával, saláta",1,"birkapörkölt , sós burgonya , saláta",főétel,,pörkölt
Sütőtök leves,1,Sütőt leves,leves,vegetáriánus,
Őszi gombakrémleves vargányával és krémes sajttal,1,őszi gombakrémleves vargány és krémes sajt,leves,vegetáriánus,
Laskagomba paprikás szaggatott galuskával,1,laskagom paprikás szaggatott galuska,főétel,vegetáriánus,
Sült oldalas petrezselymes burgonyával,1,sült oldalas petrezselymes burgonya,főétel,sertés,sült
"Tavasziasan töltött sertés tekercs, párolt rizs, kompót",1,"tavaszias töltött sertés tekercs , párolt rizs , kompót",főétel,sertés,"párolt,töltött"
"Sokmagvas rántott szelet, petrezselymes burgonya",1,"sokmagvas ránt szél , petrezselymes burgonya",főétel,,rántott
"Gyümölcsleves - bécsi szelet, majonézes burgonyasaláta",1,"Gyümölcsleves - bécsi szelet , majonézes burgonyasaláta",leves,,bécsi
Sajtos tészta c: ízes derelye,1,Sajtos tészta c : ízes derely,főétel,vegetáriánus,
"Gulyásleves, halászlé - túrós csusza, diós metélt",1,"gulyásleves , halászlé - túrós csusza , diós metélt",leves,"marha,hal",
Hamisgulyás - tejszínes gombás jérce kuszkusszal vagy Bolognai spagetti,1,Hamisgulyás - tejszínes gombás jérce kuszkusz vagy Bolognai spagetti,főétel,"csirke,marha",
"Csongrádi sertéstekercs, rizibizi",1,"csongrádi sertéstekercs , rizibizi",főétel,sertés,
Resztelt tésztaleves,1,resztelt tésztaleves,leves,,
"Csőben sült baconös csirkemell, zöldséges rizs",1,"cső sült baconös csirkemell , zöldséges rizs",főétel,"csirke,sertés",sült
"Paprikás csirkemell ragu, bulgurral",1,"paprikás csirkemell ragu , bulgur",főétel,csirke,
Joghurtos ananászleves - csontleves,1,joghurtos ananászleves - csontleves,leves,,
Currys lencsekrémleves,1,Currys lencsekrémleves,leves,vegetáriánus,
Liba raguleves,1,Li raguleves,leves,,
"Mozarellás csirkemell, rösztike",1,"Mozarellás csirkemell , rösztike",főétel,csirke,
Húsos káposzta,1,húsos káposzta,főétel,,
Olasz csirkés - zöldséges tésztasaláta,1,olasz csirkés - zöldséges tésztasaláta,főétel,vegetáriánus,
"Rántott csirkecomb - rántott karfiol, rizibizi, saláta c: magyaros sertésszelet tarhonyával",1,"rántott csirkecomb - ránt karfiol , rizibizi , saláta c : magyaros sertésszelet tarhonya",főétel,"csirke,sertés",rántott
Bbq csirkecomb zöldséges rizs,1,Bbq csirkecomb zöldséges rizs,főétel,csirke,
Szilvalekváros gombóc,1,szilvalekváros gombóc,desszert,,
"Sült császárhús, hagymás törtburgonyával",1,"sült császárhús , hagymás törtburgonya",főétel,,sült
Marhapörkölt galuskával és uborkával,1,Marhapörkölt galuska és uborka,főétel,marha,pörkölt
Gyrosos tortilla,1,Gyrosos tortilla,főétel,,
Sült kacsacomb almás párolt lilakáposztával,1,sült kacsacomb almás párolt lilakáposzta,főétel,,"sült,párolt"
Sertés pörkölt galuska,1,Sertés pörkölt galuska,főétel,sertés,pörkölt
"Bableves - sertéskaraj ""dubarry"" módra, rizs vagy Bolognai spagetti",1,"Bableves - sertéskaraj "" dubarry "" mód , rizs vagy Bolognai spagetti",leves,sertés,
"Bableves - csirkemáj rizottó vagy rántott sajt, kukoricás rizs",1,"Bableves - csirkemáj rizottó vagy rántott sajt , kukoricás rizs",leves,csirke,rántott
Csirkemáj pörkölt rizzsel,1,Csirkemáj pörkölt rizzsel,főétel,csirke,pörkölt
"Grillcsirke rizzsel, francia salátával",1,"Grillcsirke rizz , francia saláta",főétel,csirke,grillezett
"Sajtos - tejszínes csirke, színes spagetti",1,"Sajtos - tejszínes csirke , színes spagetti",főétel,csirke,
"Rántott pontyszelet, rizibizi, majonéz c: búbos sertés szelet, karikás burgonya, saláta",1,"rántott pontyszelet , rizibizi , majonéz c : búbos sertés szelet , karikás burgonya , saláta",főétel,"sertés,hal",rántott
Cukkíni krémleves,1,Cukkíni krémleves,leves,,
"Cornflakes rántott jércemell, zöldséges rizs",1,"Cornflakes rántott jércemell , zöldséges rizs",főétel,csirke,rántott
"Baconös - sajtos pulykamell rántva, krokett",1,"Baconös - sajtos pulykamell rántva , krokett",főétel,"csirke,sertés",rántott
Cigánypecsenye parázs burognya,1,Cigánypecsenye parázs burogny,főétel,,
Sonkával töltött sajt rizzsel,1,Sonka töltött sajt rizzsel,főétel,sertés,töltött
Sertéshús leves / gyümölcsleves,1,Sertéshús leves / gyümölcsleves,leves,sertés,
Sertés gulyás,1,Sertés gulyás,főétel,"sertés,marha",
Ananászos csirkemell bulgurral,1,Ananászos csirkemell bulgur,főétel,csirke,
Túró töltelékes gombóc,1,Túró töltelékes gombóc,desszert,vegetáriánus,
"Sertéscsíkok Párizsi bundában, párolt rizs, saláta",1,"Sertéscsík Párizsi bunda , párolt rizs , saláta",főétel,sertés,"párolt,párizsi"
"Gyümölcsleves, fokhagymás tarja, steak burgonya",1,"gyümölcsleves , fokhagymás tar , steak burgonya",leves,sertés,
"Száraz babfőzelék, sertéspörkölt",1,"száraz babfőzelék , sertéspörkölt",főzelék,sertés,pörkölt
"Rántott csirkemáj, hagymás törtburgonyával",1,"rántott csirkemáj , hagymás törtburgonya",főétel,csirke,rántott
"Tavaszi tekercs, majonézes kukorica saláta",1,"tavaszi tekercs , majonézes kukorica saláta",főétel,,
Tejfölös burgonyaleves füstölt kolbásszal,1,Tejfölös burgonyaleves füstölt kolbász,leves,sertés,
"Sült csirkeszárny, mexikói rizs,savanyúság",1,"sült csirkeszárny , mexikói rizs , savanyúság",főétel,csirke,sült
Kelvirágleves - csontleves tésztával,1,Kelvirágleves - csontleves tészta,leves,,
"Csőben sült hawaii csirkemell, vajas burgonya",1,"cső sült hawaii csirkemell , vajas burgonya",főétel,csirke,sült
"Párizsi csirkemell csíkok, zöldséges rizs, majonéz",1,"párizsi csirkemell csík , zöldséges rizs , majonéz",főétel,csirke,párizsi
"Tökmagos halfilé, rizs",1,"tökmagos halfilé , rizs",főétel,hal,
Édes - savanyú csirkemell zöldséges tésztával,1,édes - savanyú csirkemell zöldséges tészta,főétel,csirke,
Sárgaborsó főzelék Stefánia szelet,1,Sárgaborsó főzelék Stefánia szél,főzelék,,
"Rántott szelet, sültburgonya, csemege uborka",1,"rántott szelet , sültburgonya , csemege uborka",főétel,,"rántott,sült"
"Sült csirkecomb, currys rizs",1,"sült csirkecomb , currys rizs",főétel,csirke,sült
Diós/mákos tészta baracklekvárral,1,diós/mákos tészta baracklekvár,főétel,,
Bakonyi sertés tokány galuskával,1,bakonyi sertés tokány galuska,főétel,sertés,
"Gyümölcsleves, kemencés kacsacomb, bulgurral, salátával",1,"gyümölcsleves , kemencés kacsacomb , bulgur , saláta",leves,,
Lyoni sertés szelet törtburgonyával,1,lyoni sertés szél törtburgonya,főétel,sertés,
"Sült császárhús, hagymás tört burgonya, csalamádé",1,"sült császárhús , hagymás tört burgonya , csalamádé",főétel,,sült
Párizsi szelet törtburgonyával,1,párizsi szél törtburgonya,főétel,,párizsi
Saslik hagymás burgonyával,1,saslik hagymás burgonya,főétel,,
"Polpetti, vajas burgonya, saláta c: rakott kel",1,"Polpetti , vajas burgonya , saláta c : rak kel",főétel,,rakott
Darált húsos tejszínes rakott burgonya,1,darált húsos tejszínes rakott burgonya,főétel,,rakott
Meleg szilvaleves,1,Meleg szilvaleves,leves,,
"Bableves - rántott sajt, rizs, tartár vagy rántott szelet, rizibizi",1,"bableves - rántott sajt , rizs , tartár vagy ránt szél , rizibizi",leves,vegetáriánus,rántott
"Babgulyás - prézlis tészta öntettel, burgonyás tészta",1,"Babgulyás - prézlis tészta öntet , burgonyás tészta",leves,marha,
"Füstölt sajtos rántott hús, mexikói rizs",1,"Füstölt sajtos rántott hús , mexikói rizs",főétel,vegetáriánus,rántott
Zöldborsó krémleves pármai sonkás grissinivel,1,Zöldborsó krémleves pármai sonkás grissini,leves,,
Rizsfelfújt - Milánói makaróni - szilvás gombóc,1,rizsfelfújt - Milánói makaróni - szilvás gombóc,desszert,,milánói
"Gyümölcsleves, töltött csirkecomb, friss salátával",1,"gyümölcsleves , töltött csirkecomb , friss saláta",leves,csirke,töltött
Sült csirkecombok gödöllői raguval és hasábburgonyával,1,sült csirkecomb gödöllői ragu és hasábburgonya,főétel,csirke,sült
"Currys csirke, jázmin rizzsel",1,"Currys csirke , jázmin rizz",főétel,csirke,
"Rántott szelet - rántott gomba, párolt rizs, majonéz",1,"rántott szél - rántott gomba , párolt rizs , majonéz",főétel,vegetáriánus,"rántott,párolt"
"Sárgaborsó-gulyás a :csirkepörkölt nokedlivel, tejfölös uborkasaláta b : Párizsi bundás répa és karfiol petrezselymes bulgurral",1,"sárgaborsó-gulyás a : csirkepörkölt nokedli , tejfölös uborkasaláta b : Párizsi bundás répa és karfiol petrezselymes bulgur",főétel,"csirke,marha","pörkölt,bundás,párizsi"
"Lecsós sertés, szarvacska tészta",1,"Lecsós sertés , szarvacska tészta",főétel,sertés,
"Farm csirkecomb filé, püré",1,"Farm csirkecomb filé , püré",főétel,csirke,
"Párizsi csirkemell - rántott karfiol, petrezselymes burgonya, majonéz",1,"párizsi csirkemell - ránt karfiol , petrezselymes burgonya , majonéz",főétel,csirke,"rántott,párizsi"
Mátrai borzaska rizi-bizi,1,Mátrai borzaska rizi-bizi,főétel,,
"Kétsajtos spenótos szelet, petrezselymes burgonya",1,"kétsajtos spenótos szél , petrezselymes burgonya",főétel,vegetáriánus,
"Rántott csirkecomb, gombás rizs, káposzta saláta",1,"rántott csirkecomb , gombás rizs , káposzta saláta",főétel,csirke,rántott
"Temesvári sertéskaraj, rizs",1,"temesvári sertéskaraj , rizs",főétel,sertés,
Sertéskaraj Párizsiasan csőben sült brokkoli,1,Sertéskaraj Párizsiasan cső sült brokkoli,főétel,sertés,"sült,párizsi"
"Sajttal - sonkával töltött sertés batyu, rizibizi, saláta",1,"Sajt - sonka töltött sertés batyu , rizibizi , saláta",főétel,sertés,töltött
"Tökfőzelék, sült csirkecombbal",1,"Tökfőzelék , sült csirkecomb",főzelék,csirke,sült
Baconös rakott karfiol,1,Baconös rak karfiol,főétel,sertés,rakott
"Grillezett csirkemell, zöldséges - majonézes tésztasaláta",1,"grillezett csirkemell , zöldséges - majonézes tésztasaláta",főétel,csirke,grillezett
"Mandulás rántott csirkemell, zöldséges rizzsel",1,"mandulás ránt csirkemell , zöldséges rizz",főétel,csirke,rántott
"Szezámmagos rántott csirkemell, zöldséges rizs, majonéz c: tepsiben sült tarja parasztosan, hagymás burgonya, saláta",1,"szezámmagos rántott csirkemell , zöldséges rizs , majonéz c : tepsi sül tar parasztos , hagymás burgonya , saláta",főétel,"csirke,sertés","rántott,sült"
"Rántott tőkehalfilé, zöldséges bulgurral",1,"rántott tőkehalfilé , zöldséges bulgur",főétel,hal,rántott
"Grillezett csirkemell, vajas burgonya",1,"grillezett csirkemell , vajas burgonya",főétel,csirke,grillezett
Paprikás sült hekk amerikai káposztasalátával,1,paprikás sült hekk amerikai káposztasaláta,főétel,hal,sült
Fokhagymakrém leves pirított bagettel,1,fokhagymakrém leves pirított baget,leves,,pirított
Magyaros burgonya,1,magyaros burgonya,főétel,,
Alföldi csülökleves,1,alföldi csülökleves,leves,sertés,
Rizsfelfújt - szárnyas májrizottó - mákos nudli,1,rizsfelfújt - szárnyas májrizottó - mákos nudli,főétel,csirke,
"Babgulyás - túrós gombóc, káposztás tészta",1,"Babgulyás - túrós gombóc , káposztás tészta",leves,marha,
"Bableves - bácskai rizses hús vagy pankó morzsás rántott szelet, kukoricás rizs",1,"Bableves - bácskai rizses hús vagy pankó morzsás ránt szél , kukoricás rizs",leves,,rántott
"Rántott sajt- rántott karfiol, párolt rizs, saláta c: fokhagymás sertéssült, tört burgonya, párolt káposzta",1,"rántott sajt- rántott karfiol , párolt rizs , saláta c : fokhagymás sertéssül , tört burgonya , párolt káposzta",főétel,sertés,"rántott,sült,párolt"
Rablóhús törtburgonya,1,Rablóhús törtburgonya,főétel,,
Bableves - húsgombóc leves,1,Bableves - húsgombóc leves,leves,,
Lecsós sertés tarhonyával,1,Lecsós sertés tarhonya,főétel,sertés,
Grízes tészta baracklekvárral,1,Grízes tészta baracklekvár,főétel,,
Jókai bableves - marhahúsleves eperlevéllel,1,Jókai bableves - marhahúsleves eperlevél,leves,marha,
Zöldbabfőzelék sült csirkefelsőcombbal,1,Zöldbabfőzelék sült csirkefelsőcomb,főzelék,csirke,sült
"Szezámos rántott camembert, áfonya, barack, krokett",1,"szezámos rántott camember , áfonya , barack , krokett",főétel,,rántott
Bakonyi vajgaluska,1,Bakonyi vajgaluska,főétel,,
"Sajtos- gombás sertés batyu, petrezselymes burgonya, saláta c: rakott karfiol",1,"sajtos- gombás sertés batyu , petrezselymes burgonya , saláta c : rak karfiol",főétel,sertés,rakott
"Ördöglepény, törtburgonya, friss saláta, öntettel",1,"ördöglepény , törtburgonya , friss saláta , öntet",főétel,,
Rántott fogas salátával burgonyával és remulád szósszal,1,rántott fogas saláta burgonya és remulád szóss,főétel,,rántott
Paprikás burgonya vegán virslivel uborkával,1,paprikás burgonya vegán virsli uborka,főétel,sertés,
Húsgombóc leves tejfölösen,1,Húsgombóc leves tejfölös,leves,,
Hamis gulyás - resztelt máj rizzsel vagy Milánói sertéskaraj,1,hamis gulyás - resztelt máj rizz vagy Milánói sertéskaraj,főétel,"sertés,marha",milánói
"Gulyásleves - diós, baracklekváros nudli, túrós tészta",1,"Gulyásleves - diós , baracklekváros nudli , túrós tészta",leves,marha,
"Gyümölcsleves, csirke burger",1,"gyümölcsleves , csirke burger",leves,csirke,
Sajtos tészta c: mákos tészta,1,Sajtos tészta c : mákos tészta,főétel,vegetáriánus,
Fokhagymás oldalas hasábburgonyával,1,Fokhagymás oldalas hasábburgonya,főétel,sertés,
Jókai bableves - szárnyas raguleves,1,Jókai bableves - szárnyas raguleves,leves,csirke,
"Gyümölcsleves, rántott csirkemell, zöldséges bulgurral, tartár mártással",1,"gyümölcsleves , rántott csirkemell , zöldséges bulgur , tartár mártás",leves,csirke,rántott
"Sajttal- gombával töltött sertés java, petrezselymes burg., saláta c: rakott karfiol",1,"sajttal- gomba töltött sertés java , petrezselymes burg . , saláta c : rak karfiol",főétel,sertés,"töltött,rakott"
"Tökmagos csirkemell, püré",1,"tökmagos csirkemell , püré",főétel,csirke,
Székelykáposzta füstölt csülökkel,1,Székelykáposzta füstöl csülök,főétel,sertés,
